rownames.markers.,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,fold,,up,down
Vcl,9.30E-28,0.567121885,0.562,0.401,3.00E-23,1.481564962,,,
Sqstm1,1.05E-32,0.564969112,0.698,0.539,3.40E-28,1.479355836,,,
Etv6,4.04E-71,0.555352474,0.996,0.984,1.30E-66,1.469527619,,,
Susd3,1.47E-32,0.548237936,0.694,0.528,4.74E-28,1.462298597,,,
Gm47761,1.84E-23,0.546144056,0.528,0.385,5.93E-19,1.460177805,,,
Glud1,8.18E-38,0.543838858,0.843,0.748,2.64E-33,1.457846535,,,
Sat1,2.98E-23,0.541225281,0.767,0.688,9.61E-19,1.4552079,,,
Agps,3.42E-24,0.540644889,0.954,0.945,1.10E-19,1.454622593,,,
Slc38a3,3.04E-28,0.529591546,0.534,0.356,9.81E-24,1.443520449,,,
Nat8f6,9.44E-17,0.526688642,0.557,0.449,3.05E-12,1.440618806,,,
Usp2,1.33E-27,0.523433679,0.666,0.521,4.29E-23,1.43737219,,,
Lap3,5.45E-29,0.517056589,0.738,0.619,1.76E-24,1.43103265,,,
Gm10851,5.83E-33,0.513690445,0.292,0.129,1.88E-28,1.42769761,,,
Kcnk5,1.59E-23,0.512814363,0.863,0.863,5.14E-19,1.426830899,,,
Ugt1a10,7.08E-34,0.511464939,0.231,0.083,2.28E-29,1.425496937,,,
Errfi1,6.18E-56,0.510042156,0.853,0.608,1.99E-51,1.424091808,,,
Adh1,3.39E-12,0.505889156,0.355,0.259,1.09E-07,1.419998255,,,
Cdo1,3.29E-07,0.504272805,0.702,0.696,0.010605883,1.418408222,,,
Mpp5,3.84E-33,0.502658817,0.888,0.819,1.24E-28,1.416822292,,,
Mro,1.22E-06,0.499173491,0.296,0.235,0.039220108,1.413403602,,,
Fam107b,1.19E-18,0.495789786,0.681,0.579,3.84E-14,1.410092482,,,
Vmp1,6.98E-14,0.490441746,0.442,0.346,2.25E-09,1.404874976,,,
Gstt2,3.81E-18,0.490383778,0.835,0.756,1.23E-13,1.404818528,,,
Mapk4,3.28E-18,0.483142399,0.581,0.449,1.06E-13,1.397784931,,,
Hivep2,2.31E-11,0.483043035,0.668,0.618,7.46E-07,1.397688664,,,
Fhl1,1.72E-07,0.482108592,0.632,0.618,0.005542291,1.396783665,,,
Piga,3.11E-38,0.481804021,0.529,0.338,1.00E-33,1.396488817,,,
Pdk4,1.87E-09,0.47898134,0.224,0.143,6.03E-05,1.393759212,,,
Ell2,5.77E-37,0.472536565,0.72,0.529,1.86E-32,1.387546928,,,
Nqo1,1.83E-21,0.468941041,0.469,0.315,5.90E-17,1.384093151,,,
Gm11342,3.34E-27,0.467996018,0.737,0.6,1.08E-22,1.383186811,,,
Gc,3.89E-22,0.466213829,0.527,0.372,1.26E-17,1.381479188,,,
Dstn,2.46E-22,0.464753689,0.496,0.359,7.93E-18,1.380081712,,,
Tbc1d14,3.60E-12,0.455105139,0.58,0.491,1.16E-07,1.370882707,,,
Dgkh,2.14E-21,0.451130227,0.933,0.894,6.92E-17,1.367110851,,,
Klf9,1.08E-31,0.446937344,0.842,0.758,3.48E-27,1.363143405,,,
Abcc4,1.29E-17,0.445051044,0.363,0.239,4.15E-13,1.361362282,,,
Xpo1,2.96E-28,0.443178541,0.617,0.447,9.54E-24,1.359596488,,,
Acot12,5.72E-32,0.442471232,0.928,0.891,1.85E-27,1.358930084,,,
Slc16a9,1.62E-16,0.440892115,0.937,0.903,5.21E-12,1.357443467,,,
Noct,2.87E-39,0.438887032,0.204,0.058,9.26E-35,1.355558178,,,
Hmgcs1,2.19E-16,0.435509111,0.771,0.705,7.06E-12,1.352387992,,,
Gm42439,7.12E-28,0.435247375,0.559,0.371,2.30E-23,1.352142661,,,
Scp2,4.92E-08,0.433915969,0.916,0.931,0.001588489,1.350895398,,,
H3f3b,7.80E-17,0.430862048,0.288,0.178,2.52E-12,1.348038825,,,
Tnfrsf1b,3.90E-38,0.427539703,0.216,0.065,1.26E-33,1.344938033,,,
Acox1,2.32E-33,0.42556556,0.925,0.907,7.47E-29,1.343098917,,,
Eva1a,1.96E-10,0.42448538,0.566,0.481,6.33E-06,1.342093683,,,
1600010M07Rik,2.08E-32,0.421374948,0.538,0.327,6.71E-28,1.339203263,,,
Tead1,1.83E-34,0.420863067,0.971,0.962,5.90E-30,1.338728186,,,
Nedd9,1.43E-12,0.420421528,0.382,0.296,4.63E-08,1.338318529,,,
Ehhadh,7.58E-09,0.41500883,0.609,0.517,0.000244485,1.333306837,,,
Slc25a20,1.42E-29,0.414955105,0.52,0.327,4.57E-25,1.333257187,,,
Eva1c,2.02E-15,0.413923178,0.361,0.242,6.53E-11,1.332303879,,,
Lrrc58,5.37E-10,0.410451437,0.706,0.64,1.73E-05,1.329101642,,,
Slc5a8,2.94E-18,0.408544135,0.89,0.843,9.48E-14,1.327345675,,,
Sh3rf1,1.25E-14,0.407459888,0.875,0.872,4.04E-10,1.326348493,,,
Degs1,1.15E-16,0.406387955,0.262,0.158,3.72E-12,1.325363373,,,
Ncoa3,3.15E-09,0.405663418,0.715,0.664,0.000101709,1.324697928,,,
Arg2,4.98E-20,0.404959274,0.427,0.279,1.61E-15,1.324051533,,,
Tsku,1.50E-31,0.402758185,0.366,0.187,4.83E-27,1.322032996,,,
Gm12353,1.10E-21,0.402733398,0.859,0.775,3.55E-17,1.322010282,,,
Kcnk1,1.39E-23,0.399055608,0.527,0.364,4.47E-19,1.31864444,,,
Cyp27a1,5.06E-12,0.398173003,0.313,0.221,1.63E-07,1.317837973,,,
S100a10,2.25E-36,0.393960203,0.263,0.098,7.26E-32,1.31399538,,,
Lncpint,1.10E-21,0.390738358,0.961,0.945,3.54E-17,1.311064223,,,
Tnfrsf21,9.67E-40,0.388324883,0.982,0.97,3.12E-35,1.308872785,,,
Ugdh,3.59E-12,0.387409359,0.553,0.45,1.16E-07,1.308042448,,,
Malat1,7.51E-114,0.385346582,0.999,0.999,2.42E-109,1.306173534,,,
Klf13,3.76E-24,0.384296159,0.6,0.438,1.21E-19,1.305222858,,,
A830008E24Rik,2.17E-26,0.383495847,0.266,0.122,7.01E-22,1.304499008,,,
Pim3,3.70E-13,0.383413226,0.524,0.435,1.19E-08,1.304424303,,,
Por,2.19E-13,0.380711633,0.83,0.788,7.05E-09,1.301983922,,,
Gm31683,3.37E-34,0.377132333,0.264,0.101,1.09E-29,1.298757728,,,
Gm15962,7.88E-09,0.366865037,0.619,0.541,0.000254152,1.289547609,,,
Tob1,1.33E-25,0.366187164,0.42,0.259,4.28E-21,1.288941837,,,
Tfcp2l1,1.74E-07,0.365731942,0.5,0.434,0.005605341,1.288535194,,,
Med21,5.44E-20,0.36423612,0.355,0.222,1.76E-15,1.2871999,,,
Nedd4l,2.71E-41,0.360622423,0.997,0.994,8.75E-37,1.283979727,,,
Egfros,2.60E-16,0.359490201,0.412,0.279,8.38E-12,1.282972459,,,
Gde1,1.01E-23,0.35877876,0.374,0.23,3.27E-19,1.282339939,,,
Cobll1,6.04E-32,0.358702208,0.983,0.973,1.95E-27,1.282271897,,,
Acly,6.11E-09,0.358700825,0.38,0.295,0.000197199,1.282270667,,,
Far1os,2.88E-23,0.358260151,0.861,0.732,9.30E-19,1.281879055,,,
Rcan1,1.75E-17,0.357394446,0.276,0.162,5.64E-13,1.281110081,,,
Gm19950,5.01E-36,0.355882243,0.979,0.982,1.62E-31,1.279767951,,,
C430014B12Rik,1.16E-18,0.351108901,0.516,0.361,3.76E-14,1.275540672,,,
Phyh,6.46E-09,0.349936516,0.567,0.492,0.000208337,1.274504543,,,
Gm9968,1.48E-17,0.349888485,0.63,0.483,4.77E-13,1.274462112,,,
Chsy3,5.97E-11,0.348656226,0.309,0.215,1.93E-06,1.273374012,,,
Aopep,8.30E-10,0.347998962,0.813,0.798,2.68E-05,1.27279402,,,
P2rx4,4.51E-22,0.347437836,0.432,0.277,1.46E-17,1.272299071,,,
Per2,7.30E-21,0.346844801,0.424,0.284,2.36E-16,1.271776187,,,
Gm15441,3.04E-25,0.344587806,0.122,0.029,9.82E-21,1.269788138,,,
Gm15283,2.32E-28,0.34454214,0.348,0.182,7.49E-24,1.269747946,,,
Cystm1,2.53E-24,0.343797248,0.602,0.446,8.16E-20,1.269092519,,,
Jarid2,9.19E-07,0.340593078,0.932,0.946,0.029665498,1.266277041,,,
Pdxdc1,5.41E-14,0.339599145,0.721,0.621,1.74E-09,1.26540495,,,
Slc39a14,2.04E-15,0.339365592,0.904,0.839,6.57E-11,1.265200114,,,
Hacd2,6.84E-11,0.338330327,0.867,0.825,2.21E-06,1.264292544,,,
Gm47167,9.63E-20,0.33675167,0.375,0.234,3.11E-15,1.262909859,,,
Jun,1.51E-20,0.335073456,0.191,0.085,4.89E-16,1.261441635,,,
Pfkp,1.21E-12,0.334835848,0.211,0.124,3.91E-08,1.261233895,,,
Map3k14,9.98E-20,0.334463731,0.504,0.352,3.22E-15,1.260908625,,,
Fat1,9.35E-07,0.331811477,0.541,0.47,0.030161557,1.258592697,,,
Mettl7a2,1.54E-20,0.330694739,0.884,0.789,4.98E-16,1.257618843,,,
Esr1,4.83E-23,0.330303986,0.926,0.881,1.56E-18,1.257278264,,,
Nuak2,1.28E-06,0.329562845,0.237,0.333,0.041286899,1.256632542,,,
Nob1,1.10E-24,0.329548895,0.344,0.19,3.56E-20,1.25662039,,,
Coq10b,2.90E-22,0.329223042,0.606,0.434,9.34E-18,1.256336597,,,
Zfr,3.55E-21,0.329025136,0.889,0.824,1.14E-16,1.256164267,,,
Gm36975,3.98E-17,0.327502023,0.676,0.533,1.28E-12,1.254838782,,,
Ate1,2.18E-23,0.325554913,0.414,0.257,7.03E-19,1.253146351,,,
Gm13270,1.32E-14,0.32525049,0.531,0.404,4.26E-10,1.252881953,,,
Per1,4.89E-28,0.324751678,0.486,0.312,1.58E-23,1.252448844,,,
Rell1,1.03E-06,0.323461692,0.299,0.23,0.033288649,1.251329467,,,
Gm16833,2.73E-22,0.321519621,0.353,0.205,8.81E-18,1.249646134,,,
Sik3,8.49E-25,0.320172242,0.958,0.948,2.74E-20,1.248479595,,,
Adamts1,2.77E-07,0.319565912,0.441,0.37,0.008926055,1.247954999,,,
Relb,1.31E-37,0.319411449,0.157,0.031,4.24E-33,1.247821393,,,
AI314278,5.57E-11,0.317363832,0.815,0.747,1.80E-06,1.246051617,,,
Gm36756,2.17E-18,0.314247362,0.28,0.159,6.99E-14,1.243362835,,,
Slc6a6,9.46E-14,0.312354713,0.963,0.961,3.05E-09,1.241732757,,,
Neat1,2.39E-13,0.309594687,0.862,0.863,7.71E-09,1.239359463,,,
Slc22a12,2.27E-11,0.307590944,0.612,0.52,7.31E-07,1.237639326,,,
Gm6614,3.78E-11,0.30659751,0.718,0.632,1.22E-06,1.236787386,,,
Wwtr1,7.76E-11,0.304254048,0.843,0.792,2.50E-06,1.234780024,,,
Ptpn1,3.44E-14,0.304213036,0.478,0.353,1.11E-09,1.234744922,,,
Frmd4b,1.20E-31,0.299880129,0.984,0.984,3.87E-27,1.231042124,,,
Slc17a3,2.62E-11,0.297253846,0.942,0.93,8.45E-07,1.228803172,,,
Srsf7,3.58E-19,0.295795871,0.657,0.521,1.16E-14,1.227561982,,,
1700110K17Rik,1.50E-13,0.295592925,0.776,0.662,4.84E-09,1.227389311,,,
Pde4d,9.09E-40,0.294497819,0.999,1,2.93E-35,1.226457991,,,
Dapk1,9.86E-09,0.294306321,0.805,0.762,0.000318165,1.226295206,,,
Dync1li1,3.02E-13,0.292869938,0.648,0.544,9.73E-09,1.225074884,,,
Nfe2l2,1.95E-14,0.292282147,0.645,0.53,6.29E-10,1.224575858,,,
Trpm3,1.19E-13,0.291573496,0.369,0.245,3.84E-09,1.223974495,,,
Mpc1,8.67E-12,0.291395698,0.723,0.65,2.80E-07,1.223823662,,,
Gm15511,8.26E-16,0.290963603,0.272,0.157,2.66E-11,1.223457174,,,
Usp53,2.76E-12,0.287981073,0.546,0.429,8.92E-08,1.220930495,,,
Arnt2,2.82E-21,0.286253418,0.386,0.23,9.11E-17,1.219469282,,,
Babam1,3.43E-21,0.285048477,0.297,0.169,1.11E-16,1.218451205,,,
Atp1a1,1.75E-11,0.284796184,0.593,0.48,5.64E-07,1.218238145,,,
Gm15563,3.84E-11,0.284409266,0.441,0.329,1.24E-06,1.217911469,,,
Slc23a1,2.75E-19,0.283713337,0.95,0.917,8.89E-15,1.217324113,,,
Nfkbia,5.15E-18,0.283623379,0.206,0.106,1.66E-13,1.21724821,,,
Gmeb2,6.46E-18,0.283450594,0.499,0.352,2.09E-13,1.217102434,,,
Vil1,1.27E-13,0.279258881,0.624,0.499,4.08E-09,1.213571307,,,
Atp2a2,1.52E-15,0.279147541,0.928,0.9,4.89E-11,1.213477654,,,
Prpf6,2.26E-13,0.277548368,0.579,0.454,7.31E-09,1.212133305,,,
4930556N13Rik,2.10E-08,0.275881677,0.394,0.298,0.000679039,1.210733781,,,
Tuft1,4.20E-17,0.273888278,0.304,0.182,1.35E-12,1.209062043,,,
Pck1,3.07E-08,0.273745427,0.822,0.807,0.000990479,1.208942331,,,
Osgin1,3.18E-12,0.270945066,0.33,0.223,1.03E-07,1.206597975,,,
Ar,6.40E-07,0.270832472,0.93,0.933,0.020633838,1.206503811,,,
Timp3,1.47E-11,0.269863144,0.262,0.398,4.74E-07,1.205693449,,,
Rexo1,7.66E-22,0.269546485,0.366,0.219,2.47E-17,1.205428838,,,
Col4a4,1.54E-08,0.268857141,0.884,0.872,0.000498172,1.204853002,,,
Gm44686,9.49E-20,0.268313888,0.328,0.189,3.06E-15,1.204399394,,,
Hpn,1.45E-15,0.26790558,0.798,0.685,4.68E-11,1.204058577,,,
Chst3,5.27E-07,0.267399978,0.243,0.176,0.017001485,1.20363668,,,
Pgpep1,5.27E-11,0.26713648,0.422,0.329,1.70E-06,1.203416864,,,
Gm7480,1.63E-15,0.267049831,0.346,0.216,5.26E-11,1.203344589,,,
Chpt1,3.58E-17,0.266871384,0.988,0.993,1.15E-12,1.203195757,,,
Ubxn2a,2.30E-13,0.26540956,0.508,0.389,7.43E-09,1.201977225,,,
Nucks1,7.11E-15,0.264809788,0.545,0.428,2.29E-10,1.20147763,,,
Hsd17b14,1.47E-16,0.264531431,0.11,0.038,4.76E-12,1.201245837,,,
Arhgef28,5.48E-09,0.264326303,0.872,0.864,0.000176787,1.201075051,,,
Psmd11,1.25E-13,0.264028393,0.679,0.572,4.02E-09,1.20082706,,,
Gm49708,1.42E-16,0.262401659,0.193,0.094,4.59E-12,1.199473811,,,
Zfp612,6.21E-16,0.261517092,0.355,0.221,2.00E-11,1.198738597,,,
Atp1b1,1.05E-06,0.26133617,0.733,0.701,0.033726062,1.198588278,,,
Gm48678,2.70E-12,0.260392885,0.522,0.397,8.70E-08,1.197804855,,,
Cbx4,8.88E-15,0.25799584,0.306,0.196,2.87E-10,1.195816348,,,
U2af1,3.72E-15,0.257752751,0.447,0.316,1.20E-10,1.195614875,,,
Soat1,1.91E-11,0.256659355,0.408,0.298,6.16E-07,1.19470908,,,
Ror2,1.64E-07,0.256478581,0.492,0.404,0.005299343,1.194559389,,,
Icam1,9.38E-18,0.255974787,0.133,0.051,3.03E-13,1.194142318,,,
Pcbp3,6.97E-07,0.255199453,0.818,0.781,0.022476807,1.193500733,,,
Snhg11,2.73E-10,0.254533417,0.888,0.852,8.82E-06,1.192949868,,,
Cpeb3,1.52E-10,0.254517719,0.926,0.892,4.90E-06,1.192936888,,,
Aco2,6.78E-09,0.254031587,0.764,0.694,0.000218737,1.192534982,,,
Cpt2,1.31E-18,0.253569054,0.387,0.241,4.22E-14,1.192152713,,,
Rapgef3,7.17E-09,0.25302715,0.661,0.592,0.000231252,1.191705001,,,
Myo1e,9.82E-08,0.250471426,0.504,0.413,0.003168122,1.189595773,,,
Ggact,4.92E-09,0.250381326,0.68,0.584,0.000158709,1.189521481,,,
Id2,8.94E-15,0.250095983,0.18,0.092,2.89E-10,1.189286236,,,
Golga4,3.72E-12,-0.250256065,0.855,0.868,1.20E-07,-1.189418207,,,
Dhrs4,2.91E-13,-0.250602061,0.33,0.431,9.39E-09,-1.189703494,,,
Tnrc6a,1.92E-13,-0.250846873,0.832,0.859,6.18E-09,-1.189905394,,,
Phf14,9.09E-09,-0.251068327,0.691,0.729,0.000293148,-1.190088058,,,
Mycbp2,1.98E-09,-0.251351644,0.796,0.826,6.37E-05,-1.190321791,,,
Dync2h1,2.31E-14,-0.251386002,0.849,0.863,7.44E-10,-1.190350139,,,
Mast4,5.36E-15,-0.25197847,0.74,0.833,1.73E-10,-1.190839078,,,
Aplp2,4.35E-17,-0.252170116,0.309,0.439,1.40E-12,-1.190997278,,,
Amotl2,3.73E-24,-0.252221358,0.107,0.232,1.20E-19,-1.191039581,,,
Ktn1,1.64E-09,-0.252622145,0.575,0.635,5.30E-05,-1.191370503,,,
Ptpn13,7.48E-11,-0.253118402,0.594,0.693,2.41E-06,-1.19178038,,,
Ptpn3,2.36E-10,-0.253136247,0.558,0.615,7.62E-06,-1.191795122,,,
Pclo,6.11E-11,-0.253933041,0.274,0.367,1.97E-06,-1.192453526,,,
Aldh9a1,3.48E-09,-0.253969145,0.365,0.432,0.000112233,-1.192483369,,,
Bnip3l,8.73E-19,-0.254152145,0.253,0.395,2.82E-14,-1.19263464,,,
Cep350,1.31E-10,-0.254225309,0.557,0.623,4.23E-06,-1.192695123,,,
Slc39a8,1.99E-07,-0.254304659,0.389,0.456,0.006415376,-1.192760725,,,
Gsta2,5.84E-47,-0.25533668,0.001,0.108,1.88E-42,-1.193614263,,,
Lrrk2,3.71E-17,-0.255515007,0.944,0.96,1.20E-12,-1.193761811,,,
Tomm20,4.22E-35,-0.255619527,0.101,0.258,1.36E-30,-1.1938483,,,
Gtf2h2,5.32E-08,-0.255825376,0.26,0.331,0.00171578,-1.194018654,,,
Nfib,4.42E-14,-0.256313402,0.939,0.966,1.43E-09,-1.194422628,,,
Erbb3,4.67E-18,-0.256560211,0.14,0.247,1.51E-13,-1.194626981,,,
Dhrs3,3.73E-16,-0.256619729,0.373,0.501,1.20E-11,-1.194676266,,,
Pipox,1.12E-09,-0.256649154,0.797,0.8,3.62E-05,-1.194700632,,,
Asph,7.84E-09,-0.256820509,0.362,0.426,0.000253039,-1.194842541,,,
Tnrc6b,2.33E-11,-0.25699258,0.852,0.869,7.53E-07,-1.194985059,,,
Gm1976,1.43E-11,-0.25702083,0.193,0.282,4.63E-07,-1.195008458,,,
Arhgap6,2.75E-25,-0.257136423,0.246,0.423,8.86E-21,-1.19510421,,,
Slc22a7,1.57E-20,-0.258350994,0.068,0.168,5.08E-16,-1.196110763,,,
Vmn1r20,3.76E-11,-0.258622056,0.518,0.592,1.21E-06,-1.196335517,,,
Dcdc2a,4.45E-15,-0.258627705,0.232,0.344,1.44E-10,-1.196340202,,,
St6galnac2,1.15E-19,-0.258715186,0.242,0.366,3.71E-15,-1.196412746,,,
Ghr,6.92E-25,-0.258967143,0.998,0.999,2.23E-20,-1.19662171,,,
Sema4d,7.84E-11,-0.259371891,0.584,0.651,2.53E-06,-1.19695747,,,
Hadh,2.92E-25,-0.259484703,0.137,0.27,9.43E-21,-1.197051069,,,
Ndst1,2.55E-09,-0.259506007,0.351,0.418,8.24E-05,-1.197068746,,,
Galnt11,8.67E-18,-0.25965614,0.581,0.721,2.80E-13,-1.197193325,,,
Mafg,7.08E-09,-0.259779232,0.565,0.601,0.000228377,-1.197295475,,,
Usf3,6.83E-11,-0.26021458,0.421,0.51,2.20E-06,-1.197656826,,,
1810030O07Rik,1.67E-08,-0.260365719,0.25,0.319,0.000539408,-1.1977823,,,
Pum2,4.69E-11,-0.260451609,0.653,0.718,1.51E-06,-1.197853612,,,
Osbpl3,1.79E-15,-0.260485214,0.949,0.963,5.79E-11,-1.197881514,,,
Pkp4,2.15E-19,-0.260698498,0.936,0.963,6.95E-15,-1.198058618,,,
Myo9a,3.24E-09,-0.260955949,0.67,0.74,0.000104435,-1.198272433,,,
Tdrd3,5.13E-10,-0.262455144,0.388,0.469,1.66E-05,-1.199518281,,,
Neo1,2.36E-10,-0.263030191,0.344,0.42,7.61E-06,-1.199996494,,,
Cyp7b1,6.24E-21,-0.263399642,0.813,0.905,2.01E-16,-1.200303833,,,
Gm12940,5.34E-13,-0.263648369,0.211,0.307,1.72E-08,-1.200510789,,,
Azgp1,7.90E-10,-0.263688149,0.169,0.238,2.55E-05,-1.200543891,,,
Banp,4.73E-09,-0.263997119,0.404,0.472,0.000152519,-1.20080103,,,
Eps8l2,2.02E-14,-0.264142376,0.426,0.537,6.51E-10,-1.200921938,,,
Tulp3,3.46E-09,-0.265187893,0.336,0.413,0.000111509,-1.201792558,,,
Auh,6.07E-13,-0.265267479,0.236,0.33,1.96E-08,-1.201858857,,,
Castor2,6.71E-12,-0.265731716,0.271,0.364,2.17E-07,-1.202245658,,,
Pbx1,8.23E-14,-0.265989549,0.763,0.839,2.65E-09,-1.202460538,,,
Pan3,3.92E-10,-0.266437608,0.801,0.826,1.27E-05,-1.202834045,,,
Hltf,1.71E-10,-0.266601567,0.327,0.412,5.53E-06,-1.202970752,,,
N4bp2,1.20E-08,-0.267345622,0.206,0.275,0.000388147,-1.203591332,,,
D630029K05Rik,4.69E-13,-0.268255026,0.239,0.337,1.51E-08,-1.204350256,,,
Tab2,1.25E-07,-0.26861566,0.439,0.487,0.004045251,-1.204651348,,,
Rai14,1.09E-08,-0.268932587,0.342,0.414,0.000351465,-1.204916012,,,
Lamp1,3.22E-13,-0.268991952,0.215,0.314,1.04E-08,-1.204965593,,,
Ank3,1.10E-15,-0.269006551,0.893,0.934,3.54E-11,-1.204977787,,,
Hbp1,1.19E-18,-0.269186877,0.195,0.307,3.83E-14,-1.205128409,,,
Paxbp1,5.00E-09,-0.269786743,0.372,0.438,0.000161461,-1.2056296,,,
Gpam,4.20E-22,-0.269991244,0.204,0.348,1.35E-17,-1.20580051,,,
Adamts9,4.30E-12,-0.270063108,0.302,0.391,1.39E-07,-1.205860575,,,
Eif4g2,1.21E-08,-0.270307849,0.524,0.605,0.000389839,-1.206065156,,,
Slc7a13,6.19E-07,-0.270647546,0.932,0.912,0.019978978,-1.206349169,,,
Uxs1,8.98E-12,-0.27074037,0.306,0.394,2.90E-07,-1.20642679,,,
Lamb1,5.29E-13,-0.270852667,0.527,0.594,1.71E-08,-1.206520699,,,
Papss2,1.01E-12,-0.271266156,0.717,0.773,3.27E-08,-1.206866549,,,
Mxd4,1.63E-45,-0.271286476,0.039,0.185,5.26E-41,-1.206883547,,,
Slc22a18,2.89E-11,-0.271685006,0.583,0.651,9.32E-07,-1.207216982,,,
Prkd3,1.72E-15,-0.271717748,0.262,0.38,5.54E-11,-1.20724438,,,
Mpped2,4.16E-10,-0.271720471,0.356,0.45,1.34E-05,-1.207246659,,,
Prkcz,4.32E-13,-0.272291888,0.447,0.531,1.39E-08,-1.207724916,,,
Rb1,6.22E-11,-0.27315079,0.508,0.565,2.01E-06,-1.208444143,,,
Kat2b,1.91E-08,-0.273301913,0.439,0.502,0.000617177,-1.208570735,,,
Cacnb2,5.55E-29,-0.273818442,0.114,0.27,1.79E-24,-1.209003517,,,
Dnajc6,8.11E-10,-0.274367407,0.181,0.258,2.62E-05,-1.209463648,,,
Nectin3,3.37E-12,-0.274436508,0.439,0.534,1.09E-07,-1.209521578,,,
Slc16a12,3.09E-25,-0.274979265,0.18,0.327,9.98E-21,-1.209976699,,,
Slc22a26,4.28E-10,-0.275329235,0.054,0.108,1.38E-05,-1.210270251,,,
Umad1,2.29E-09,-0.275500721,0.381,0.463,7.40E-05,-1.210414119,,,
Rfx3,7.67E-13,-0.2755749,0.471,0.582,2.47E-08,-1.210476356,,,
Hsd17b2,7.55E-15,-0.275718936,0.245,0.355,2.44E-10,-1.210597214,,,
Adgra3,4.64E-08,-0.276378407,0.47,0.524,0.001497886,-1.211150717,,,
Cacnb4,9.71E-33,-0.276397527,0.012,0.105,3.13E-28,-1.211166769,,,
Tcf4,8.84E-11,-0.276415631,0.56,0.647,2.85E-06,-1.211181967,,,
Arsb,5.22E-09,-0.276965986,0.372,0.449,0.000168273,-1.211644093,,,
Igf1r,8.34E-30,-0.277173276,0.987,0.999,2.69E-25,-1.211818198,,,
Crocc,4.65E-13,-0.277314938,0.234,0.322,1.50E-08,-1.211937195,,,
Srsf5,5.40E-08,-0.277572818,0.346,0.413,0.001740898,-1.212153847,,,
Zzz3,8.05E-10,-0.279348553,0.512,0.574,2.60E-05,-1.21364674,,,
Dnajb6,1.43E-11,-0.279870134,0.639,0.691,4.60E-07,-1.214085592,,,
