rownames.markers.,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,fold,,up,down
Atp6v0a4,0.023075172,-0.264709375,0.647,0.732,1,-1.201394009,,,
Sorcs1,0.003576183,-0.264878023,0.192,0.273,1,-1.201534458,,,
Galnt18,0.0003189,-0.265337999,0.576,0.673,1,-1.201917605,,,
Ptpn4,0.000417571,-0.26562765,0.58,0.673,1,-1.202158939,,,
Mfsd4b1,7.59E-05,-0.26608847,0.221,0.324,1,-1.202542989,,,
Cdc42bpa,0.001153475,-0.266337584,0.796,0.824,1,-1.202750654,,,
Map2k6,0.000733794,-0.266414707,0.24,0.329,1,-1.202814952,,,
Kidins220,0.001237755,-0.266757765,0.704,0.758,1,-1.203101003,,,
Slc25a17,0.000377096,-0.267231304,0.369,0.462,1,-1.203495964,,,
Gvin1,5.14E-05,-0.267777583,0.067,0.145,1,-1.203951756,,,
Zfp462,2.78E-05,-0.267818371,0.538,0.684,0.895960083,-1.203985795,,,
A630012P03Rik,0.002807058,-0.267864679,0.083,0.14,1,-1.204024441,,,
Azi2,9.50E-05,-0.267913998,0.206,0.309,1,-1.204065602,,,
Ercc6l2,0.00083112,-0.268631271,0.266,0.357,1,-1.204664383,,,
Slco3a1,1.20E-05,-0.268916782,0.751,0.852,0.385757307,-1.204902811,,,
Adgrg1,0.00827965,-0.270039867,0.453,0.5,1,-1.205841149,,,
Tmem30a,0.000867054,-0.270219498,0.339,0.426,1,-1.205991298,,,
Arhgap24,6.60E-05,-0.270220305,0.63,0.732,1,-1.205991973,,,
Dync2h1,0.002297722,-0.270938027,0.609,0.668,1,-1.206592088,,,
Itm2b,1.22E-05,-0.271064533,0.22,0.352,0.393367158,-1.206697895,,,
Med14,0.000444685,-0.271177836,0.362,0.459,1,-1.206792668,,,
Acadsb,0.024932125,-0.272187342,0.22,0.281,1,-1.2076374,,,
Slc22a4,0.00014506,-0.272352102,0.272,0.385,1,-1.207775323,,,
Phf14,0.003621883,-0.27249162,0.637,0.694,1,-1.207892129,,,
Mib1,0.000531181,-0.273594663,0.522,0.607,1,-1.208816001,,,
Pipox,0.000187077,-0.273601957,0.443,0.548,1,-1.208822113,,,
Strn3,4.48E-05,-0.273894594,0.858,0.901,1,-1.209067335,,,
Mar-01,0.000335111,-0.274280433,0.144,0.235,1,-1.209390736,,,
Nfat5,7.37E-06,-0.275568364,0.907,0.918,0.237752618,-1.210470872,,,
Lrp6,0.001644286,-0.275673085,0.675,0.74,1,-1.21055874,,,
Umad1,0.000501286,-0.276986485,0.465,0.564,1,-1.21166131,,,
Npas3,0.040100203,-0.277225468,0.185,0.235,1,-1.211862039,,,
Fign,6.24E-05,-0.277293391,0.33,0.459,1,-1.211919095,,,
Itga1,9.98E-05,-0.277740471,0.739,0.816,1,-1.212294717,,,
Tfdp2,0.002001811,-0.277766214,0.341,0.426,1,-1.212316349,,,
Gm11342,0.00204261,-0.277784181,0.128,0.199,1,-1.212331448,,,
Oxr1,2.08E-05,-0.277792199,0.919,0.934,0.672126572,-1.212338185,,,
Csgalnact1,3.62E-06,-0.277986075,0.151,0.273,0.116643596,-1.212501116,,,
Tecr,0.001253181,-0.27944353,0.215,0.291,1,-1.213726641,,,
Kif12,2.22E-05,-0.279817284,0.292,0.413,0.71525367,-1.214041118,,,
Gm3137,0.000892651,-0.280034176,0.106,0.176,1,-1.214223648,,,
Acat1,0.001054986,-0.280165241,0.356,0.452,1,-1.214333962,,,
Pkp4,0.000114855,-0.281728785,0.869,0.901,1,-1.21565073,,,
Uty,0.001216207,-0.281758925,0.585,0.676,1,-1.215676126,,,
Map4k3,3.56E-05,-0.282924309,0.652,0.753,1,-1.216658525,,,
Hibadh,0.000654649,-0.283654864,0.519,0.615,1,-1.217274775,,,
Nfib,5.01E-06,-0.284297164,0.818,0.885,0.161737532,-1.217816837,,,
Ar,1.75E-05,-0.285378617,0.651,0.788,0.566094201,-1.218730062,,,
Atp1a1,0.027023915,-0.287120644,0.301,0.36,1,-1.220202544,,,
Mon2,0.000120744,-0.287188357,0.471,0.577,1,-1.220259816,,,
Dock4,0.011904268,-0.287432055,0.533,0.584,1,-1.220465958,,,
Rbm26,0.000541748,-0.289440771,0.715,0.753,1,-1.22216644,,,
Asxl3,0.001480428,-0.289767752,0.154,0.227,1,-1.22244347,,,
Cat,0.017069016,-0.28990205,0.263,0.316,1,-1.22255727,,,
Jarid2,0.001788092,-0.28996502,0.718,0.788,1,-1.222610633,,,
Rab38,2.03E-06,-0.290033916,0.062,0.156,0.065378381,-1.222669021,,,
Gpc6,0.234062593,-0.290161879,0.161,0.189,1,-1.222777473,,,
Syne2,6.41E-05,-0.290431466,0.967,0.985,1,-1.223005986,,,
Kcnh8,0.006523447,-0.291014672,0.299,0.38,1,-1.223500484,,,
Tfec,0.000701452,-0.291185397,0.168,0.25,1,-1.223645278,,,
Kcnc2,0.008473823,-0.291259533,0.263,0.342,1,-1.22370816,,,
Skap1,5.22E-05,-0.29141105,0.048,0.12,1,-1.223836685,,,
Lnpep,0.007933842,-0.29142636,0.6,0.653,1,-1.223849672,,,
Slc9a2,2.26E-06,-0.293020928,0.107,0.217,0.072946958,-1.225203105,,,
Snx25,0.001482315,-0.293943781,0.296,0.38,1,-1.225987085,,,
Abat,0.003401401,-0.294077642,0.282,0.357,1,-1.226100844,,,
Lrrcc1,8.04E-06,-0.294571661,0.175,0.293,0.259312286,-1.226520766,,,
Phkb,7.02E-05,-0.295129863,0.623,0.707,1,-1.226995419,,,
Ecpas,0.000701609,-0.297864427,0.659,0.712,1,-1.229323339,,,
2210408I21Rik,0.001483796,-0.297976983,0.453,0.543,1,-1.229419253,,,
Gm10732,0.001630534,-0.299334905,0.415,0.505,1,-1.230576976,,,
Mia2,0.001283874,-0.29946065,0.711,0.758,1,-1.230684237,,,
Pou3f3,2.22E-05,-0.300849359,0.095,0.184,0.71530991,-1.231869439,,,
Dnajc12,0.000251832,-0.300863283,0.168,0.27,1,-1.231881329,,,
Reps2,9.76E-05,-0.301300614,0.199,0.301,1,-1.232254811,,,
Map7,0.001364742,-0.301518365,0.702,0.735,1,-1.232440814,,,
Mbnl1,0.001009109,-0.302483359,0.699,0.758,1,-1.233265448,,,
Lifr,3.26E-05,-0.302708283,0.263,0.383,1,-1.233457736,,,
Ugt3a2,0.019581884,-0.303427027,0.23,0.291,1,-1.234072392,,,
Cpq,0.002460102,-0.303508001,0.676,0.724,1,-1.234141659,,,
Gk5,0.000896428,-0.303835283,0.346,0.423,1,-1.234421661,,,
Dnm3,1.95E-05,-0.304510562,0.272,0.416,0.628329485,-1.234999589,,,
Slc25a21,3.33E-06,-0.304792611,0.792,0.903,0.107312283,-1.235241057,,,
Col4a5,9.19E-05,-0.304829002,0.424,0.536,1,-1.235272215,,,
Mpdz,0.026713819,-0.305400648,0.268,0.319,1,-1.235761771,,,
Ppp1r21,0.002747652,-0.305626279,0.341,0.403,1,-1.235955053,,,
C1galt1,0.000164764,-0.306089147,0.299,0.401,1,-1.236351655,,,
Satb2,0.0401133,-0.306284102,0.396,0.431,1,-1.236518738,,,
Man1a2,0.000129339,-0.30698305,0.405,0.508,1,-1.237117944,,,
Gclm,0.002039704,-0.307842025,0.349,0.431,1,-1.237854739,,,
Simc1,0.001993057,-0.308044172,0.239,0.316,1,-1.238028196,,,
Rps6ka5,0.000331982,-0.308249583,0.131,0.217,1,-1.238204479,,,
Slc22a18,0.000514342,-0.308443379,0.175,0.26,1,-1.238370817,,,
Them7,3.42E-05,-0.308821636,0.86,0.946,1,-1.238695545,,,
Acnat2,0.000538583,-0.309520486,0.369,0.462,1,-1.239295722,,,
Ncoa7,0.0001863,-0.310237539,0.772,0.834,1,-1.239911834,,,
Gls,6.48E-05,-0.310702306,0.77,0.824,1,-1.240311338,,,
Gm15396,2.80E-05,-0.310841886,0.088,0.173,0.903500161,-1.240431344,,,
Tdrd3,0.000181213,-0.311437718,0.32,0.429,1,-1.240943747,,,
Ptprc,1.77E-06,-0.312424345,0.047,0.13,0.057003728,-1.241792691,,,
BC034090,0.017604006,-0.312809825,0.341,0.388,1,-1.242124535,,,
Sh2d4b,5.25E-05,-0.312987269,0.092,0.179,1,-1.242277319,,,
Mpc2,0.000919462,-0.313701068,0.304,0.395,1,-1.24289211,,,
Me1,0.000978543,-0.314495017,0.386,0.469,1,-1.243576291,,,
Tnks,1.53E-05,-0.315100585,0.517,0.615,0.493641182,-1.244098389,,,
Pls1,0.000536732,-0.315786455,0.356,0.444,1,-1.244689985,,,
Crim1,7.53E-06,-0.315971505,0.775,0.862,0.243050996,-1.244849648,,,
Gtf2i,7.00E-05,-0.318388817,0.581,0.653,1,-1.246937208,,,
Acaca,9.10E-05,-0.318498051,0.247,0.355,1,-1.247031624,,,
Sult1d1,0.006950321,-0.319174528,0.545,0.617,1,-1.247616492,,,
Srsf5,0.012998855,-0.319508917,0.443,0.492,1,-1.247905699,,,
Gmpr,0.000100335,-0.320908701,0.126,0.219,1,-1.249117074,,,
Adgrl2,0.000555107,-0.322596132,0.483,0.589,1,-1.250578944,,,
Zfp445,0.000242975,-0.322741549,0.398,0.482,1,-1.250705003,,,
Cobll1,1.54E-05,-0.322971723,0.773,0.893,0.495624874,-1.250904562,,,
Thrb,0.000216141,-0.323521107,0.73,0.786,1,-1.251381002,,,
Gm4951,0.023225043,-0.323558752,0.083,0.128,1,-1.251413656,,,
Exoc5,0.000289101,-0.324485923,0.493,0.574,1,-1.252218155,,,
Abca1,6.32E-05,-0.326560744,0.263,0.378,1,-1.254020336,,,
Svopl,1.14E-05,-0.327315065,0.429,0.571,0.367210199,-1.254676179,,,
Cubn,6.27E-06,-0.327440018,0.548,0.714,0.202242235,-1.254784852,,,
4932438A13Rik,0.000230359,-0.327519696,0.633,0.707,1,-1.254854154,,,
Herc3,1.35E-05,-0.328322155,0.567,0.676,0.435052853,-1.255552326,,,
Slx4ip,3.66E-06,-0.331169401,0.263,0.401,0.118000787,-1.258032681,,,
Runx1,0.050239331,-0.331496893,0.18,0.227,1,-1.258318287,,,
Ctdspl,2.12E-05,-0.331660221,0.509,0.605,0.683820801,-1.25846075,,,
Fut8,2.23E-05,-0.333659375,0.713,0.798,0.719996967,-1.260205818,,,
Mycbp2,3.76E-05,-0.333672142,0.894,0.895,1,-1.26021697,,,
Vwa5a,1.09E-05,-0.335845996,0.164,0.276,0.351293442,-1.262117297,,,
Slc10a2,6.16E-06,-0.337729034,0.135,0.247,0.198742498,-1.263765717,,,
5031425E22Rik,0.000984872,-0.338572185,0.51,0.597,1,-1.264504512,,,
Socs2,0.000382129,-0.338962307,0.249,0.355,1,-1.264846496,,,
Dmxl1,8.16E-06,-0.33930996,0.81,0.852,0.26317757,-1.265151328,,,
Tm9sf3,0.000129635,-0.341038492,0.394,0.508,1,-1.266668049,,,
Tmem106b,0.000554332,-0.342989995,0.393,0.482,1,-1.268382603,,,
Acnat1,0.000277245,-0.343272654,0.382,0.485,1,-1.268631134,,,
Kl,9.37E-06,-0.345293966,0.334,0.462,0.302313903,-1.270409817,,,
Cpeb4,2.16E-05,-0.345407864,0.773,0.827,0.695800523,-1.270510117,,,
Rras2,0.001644418,-0.345797431,0.403,0.485,1,-1.270853236,,,
Mbd5,1.80E-06,-0.346167645,0.794,0.865,0.058217478,-1.271179395,,,
Stxbp4,1.48E-05,-0.347468769,0.287,0.406,0.475976038,-1.272326351,,,
Ints6,0.00030614,-0.347608663,0.441,0.548,1,-1.272449731,,,
Cdo1,0.000161975,-0.350143243,0.133,0.222,1,-1.274687182,,,
Dcdc2a,0.001022019,-0.351455379,0.431,0.541,1,-1.275847043,,,
Adamts9,6.04E-05,-0.352064311,0.455,0.561,1,-1.276385665,,,
Rgs6,0.00011271,-0.353735444,0.126,0.222,1,-1.277865011,,,
Cacnb2,0.000419211,-0.353949479,0.067,0.133,1,-1.278054607,,,
Fhod3,4.74E-05,-0.354365167,0.817,0.829,1,-1.27842291,,,
Cldn10,0.001701578,-0.355519307,0.417,0.515,1,-1.279446043,,,
Gm32569,3.06E-05,-0.355710161,0.185,0.291,0.987522396,-1.279615312,,,
Exoc4,3.79E-05,-0.355982708,0.874,0.923,1,-1.279857073,,,
Ccl28,0.000117614,-0.357508256,0.045,0.107,1,-1.281211148,,,
Dgkg,0.026986533,-0.357709382,0.261,0.306,1,-1.281389774,,,
Cep350,0.00011027,-0.35829441,0.517,0.605,1,-1.281909496,,,
Sec11a,0.00028915,-0.358604898,0.389,0.497,1,-1.282185411,,,
Sdk1,0.001273786,-0.359336478,0.095,0.166,1,-1.282835762,,,
Hnf1b,0.000128894,-0.361837975,0.633,0.732,1,-1.285062008,,,
Agxt2,0.000163963,-0.362010515,0.234,0.332,1,-1.285215705,,,
Golga4,9.08E-05,-0.362925914,0.734,0.788,1,-1.286031441,,,
Pign,2.43E-06,-0.37220717,0.375,0.497,0.078555092,-1.294331507,,,
Cradd,6.13E-05,-0.374248572,0.45,0.569,1,-1.296164271,,,
Grip1,9.74E-05,-0.374754895,0.465,0.566,1,-1.296619249,,,
Slc6a13,1.78E-05,-0.374945934,0.202,0.314,0.573196732,-1.296790955,,,
Top2b,3.63E-05,-0.376452402,0.391,0.492,1,-1.298145778,,,
Rida,1.40E-05,-0.378523284,0.325,0.449,0.45069909,-1.300010508,,,
Npas2,1.09E-05,-0.383911936,0.152,0.263,0.350813806,-1.304875294,,,
Slc3a1,2.73E-05,-0.385699624,0.381,0.508,0.879631471,-1.306493207,,,
Tet2,0.006474535,-0.386377152,0.536,0.589,1,-1.307106916,,,
Met,3.36E-05,-0.397177691,0.663,0.727,1,-1.316929113,,,
Kank1,0.000697232,-0.401121933,0.379,0.446,1,-1.320534444,,,
Ddx5,1.73E-06,-0.4013242,0.502,0.63,0.055942171,-1.320719598,,,
Scin,8.37E-05,-0.402306017,0.339,0.449,1,-1.321618711,,,
D10Wsu102e,0.002157294,-0.406170287,0.272,0.352,1,-1.325163422,,,
Gc,6.81E-05,-0.406717474,0.201,0.304,1,-1.325666127,,,
Stard13,1.91E-05,-0.412897492,0.311,0.439,0.615585169,-1.331357013,,,
Fam13a,5.93E-05,-0.416542834,0.242,0.349,1,-1.334725284,,,
Tenm3,1.47E-05,-0.417318314,0.379,0.52,0.474501077,-1.335442921,,,
Nuak2,3.98E-05,-0.421960662,0.351,0.464,1,-1.339747071,,,
Snhg11,9.03E-06,-0.424485651,0.176,0.304,0.291403523,-1.342093935,,,
Kazn,0.001022047,-0.427989752,0.522,0.597,1,-1.345357652,,,
Pabpn1,0.000310716,-0.429383759,0.45,0.538,1,-1.346658235,,,
Phip,3.03E-06,-0.435852807,0.609,0.722,0.097894129,-1.352710212,,,
Slc6a6,2.37E-05,-0.444366582,0.73,0.829,0.765984129,-1.36071656,,,
Greb1l,1.76E-06,-0.449008,0.673,0.755,0.056774337,-1.365101288,,,
Sh3gl2,0.000198347,-0.47065525,0.306,0.403,1,-1.385738707,,,
Adgrg3,2.05E-06,-0.477523807,0.232,0.36,0.066260168,-1.392351829,,,
Gm35330,1.92E-05,-0.478920314,0.069,0.153,0.618242029,-1.393700257,,,
Mme,6.46E-05,-0.486733418,0.196,0.293,1,-1.401268498,,,
Kcnma1,0.000538583,-0.505625149,0.365,0.467,1,-1.419738424,,,
Stxbp6,1.06E-05,-0.5393146,0.631,0.714,0.341188994,-1.453281924,,,
Slc7a12,3.18E-05,-0.547466117,0.097,0.189,1,-1.4615165,,,
Gpc3,2.37E-05,-0.551505019,0.304,0.429,0.765279722,-1.465613826,,,
Clec2d,2.85E-06,-0.557987531,0.512,0.628,0.091818191,-1.472214138,,,
Thsd7a,2.80E-05,-0.569120422,0.183,0.296,0.90233936,-1.483618767,,,
Havcr1,6.79E-06,-0.57404695,0.171,0.288,0.219208472,-1.488693701,,,
Keg1,0.000363446,-0.599292388,0.602,0.722,1,-1.514973322,,,
Gm42047,6.24E-06,-0.6803448,0.237,0.355,0.201279604,-1.602522708,,,
