rownames.markers.,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,fold,,up,down
Ccnd3,0.00068696,0.349799231,0.492,0.47,1,1.274383269,,,
Shroom4,8.65E-06,0.348057657,0.87,0.877,0.279111959,1.272845803,,,
Dleu2,0.977922531,0.346793001,0.56,0.619,1,1.271730525,,,
Slc4a7,2.56E-05,0.34636622,0.376,0.324,0.825064487,1.271354374,,,
Lrrc8d,2.02E-06,0.344379874,0.679,0.651,0.065072182,1.26960514,,,
Gm15563,1.92E-06,0.340693381,0.275,0.208,0.06195388,1.266365082,,,
Peli1,0.000190299,0.34015949,0.52,0.504,1,1.265896531,,,
Abhd17b,3.10E-05,0.33865235,0.534,0.491,0.999659963,1.264574778,,,
Twsg1,0.000405008,0.335540462,0.25,0.203,1,1.261850034,,,
Tgfbr3,0.000107003,0.331568819,0.523,0.475,1,1.258381022,,,
Calm2,1.56E-06,0.328941766,0.437,0.372,0.050179513,1.256091678,,,
Eprs,1.76E-06,0.325559571,0.419,0.347,0.05676,1.253150398,,,
Pik3r3,0.002062161,0.319957977,0.417,0.378,1,1.248294188,,,
Vgll4,3.73E-05,0.319590228,0.7,0.675,1,1.247976033,,,
Ddhd1,6.43E-06,0.317641519,0.426,0.368,0.207450388,1.246291477,,,
Pkp2,9.67E-06,0.316493061,0.404,0.334,0.312101179,1.245299761,,,
Sfxn2,2.10E-06,0.315348632,0.308,0.244,0.067867854,1.24431231,,,
Sik1,0.000190631,0.315342292,0.258,0.204,1,1.244306841,,,
Gabarapl1,0.047064382,0.313201067,0.36,0.348,1,1.24246143,,,
5330438D12Rik,1.54E-05,0.312588028,0.519,0.463,0.49679332,1.241933588,,,
Ldlr,1.91E-06,0.311702403,0.146,0.09,0.061577694,1.241171438,,,
Osbpl10,2.71E-06,0.310707136,0.523,0.459,0.087293954,1.240315491,,,
Slc25a13,0.000188166,0.307857664,0.572,0.533,1,1.237868157,,,
Slc16a7,5.70E-05,0.306764403,0.821,0.809,1,1.236930467,,,
Cacnb2,5.85E-05,0.306134236,0.659,0.642,1,1.236390296,,,
Dsp,2.38E-06,0.304768005,0.266,0.195,0.076657871,1.235219989,,,
Skap1,0.256969958,0.300542885,0.241,0.247,1,1.23160778,,,
Itgb6,0.000238009,0.300134548,0.577,0.558,1,1.231259237,,,
Camta1,4.59E-05,0.299488074,0.503,0.475,1,1.230707632,,,
Cuedc1,2.44E-06,0.298713497,0.556,0.49,0.078807813,1.230047047,,,
4930422I22Rik,2.62E-05,0.298436119,0.255,0.193,0.846719502,1.229810576,,,
B4galt6,0.018598575,0.297507873,0.435,0.412,1,1.229019557,,,
Ctnnal1,0.000233815,0.296008795,0.487,0.434,1,1.227743168,,,
Ostf1,0.005327819,0.293401152,0.473,0.447,1,1.225526051,,,
Baiap2l1,1.55E-05,0.292975175,0.463,0.401,0.499360445,1.22516425,,,
Cdh1,7.00E-06,0.292963926,0.71,0.684,0.225693099,1.225154697,,,
Xpo1,2.07E-06,0.292917603,0.452,0.38,0.06692156,1.225115359,,,
Aff1,0.000519388,0.292462308,0.847,0.865,1,1.224728791,,,
4933424G05Rik,0.00099654,0.292277507,0.518,0.468,1,1.22457192,,,
Sgk2,0.002620124,0.290528474,0.425,0.404,1,1.223088225,,,
Zbtb11,0.000338166,0.29015291,0.413,0.37,1,1.222769871,,,
Srgap3,0.000466349,0.289105239,0.565,0.515,1,1.22188223,,,
Stard13,0.004512197,0.288056372,0.262,0.224,1,1.220994221,,,
Rhpn2,2.46E-06,0.288012723,0.258,0.188,0.079282735,1.22095728,,,
Pfkp,4.92E-06,0.287677325,0.574,0.499,0.158724314,1.220673465,,,
4732465J04Rik,2.82E-06,0.287492616,0.442,0.368,0.091142976,1.220517192,,,
Abtb2,0.006303539,0.287344631,0.324,0.296,1,1.220392003,,,
Ahi1,6.81E-06,0.286869427,0.419,0.361,0.219622104,1.219990089,,,
Efcab2,7.05E-05,0.286460433,0.214,0.163,1,1.219644279,,,
Kcnk1,1.61E-05,0.28561386,0.435,0.368,0.518173014,1.218928802,,,
Mmd,0.716083915,0.283770114,0.168,0.176,1,1.217372021,,,
Jmjd1c,8.90E-06,0.282999458,0.819,0.819,0.286998286,1.216721902,,,
Gm47283,0.732825233,0.282229404,0.385,0.417,1,1.216072636,,,
Hivep2,0.004039773,0.281079787,0.666,0.647,1,1.215103991,,,
Ddhd2,0.000162214,0.280951672,0.323,0.269,1,1.214996091,,,
Litaf,4.82E-06,0.280377029,0.338,0.263,0.155359696,1.21451224,,,
Mgll,4.35E-05,0.279647741,0.219,0.159,1,1.213898454,,,
B4galt5,6.54E-06,0.279298266,0.368,0.306,0.211161325,1.213604437,,,
Lama1,4.33E-06,0.278330412,0.159,0.103,0.139569888,1.212790545,,,
Sim2,0.000397354,0.276936829,0.627,0.583,1,1.211619606,,,
St5,1.11E-05,0.275753215,0.434,0.368,0.357810082,1.210625979,,,
Ppp3cc,0.000104067,0.275652721,0.355,0.307,1,1.210541653,,,
Cdkl3,6.32E-05,0.274625255,0.21,0.157,1,1.20967983,,,
Gm13684,0.000202251,0.274151839,0.228,0.174,1,1.209282942,,,
Retreg1,0.001827622,0.273713758,0.685,0.672,1,1.208915794,,,
Gm28410,1.51E-05,0.273505129,0.119,0.073,0.488359971,1.208740985,,,
Schip1,0.000625258,0.271008433,0.442,0.397,1,1.206650973,,,
Arnt2,0.000133415,0.269841775,0.417,0.349,1,1.20567559,,,
Rbpms,0.003921563,0.269298612,0.799,0.824,1,1.205221749,,,
Lancl3,0.016059774,0.269045634,0.26,0.229,1,1.205010431,,,
Spred2,0.000256262,0.266952312,0.588,0.548,1,1.203263252,,,
Rbms2,9.31E-06,0.265490248,0.287,0.221,0.300341792,1.202044452,,,
Tiam2,0.00218431,0.264690088,0.357,0.314,1,1.201377948,,,
Sgpl1,2.07E-06,0.26457424,0.236,0.171,0.066634055,1.201281482,,,
Eps8,0.143679203,0.264207205,0.298,0.35,1,1.200975903,,,
4930556N13Rik,2.57E-05,0.264162469,0.268,0.206,0.830055503,1.200938664,,,
Pi4kb,5.27E-06,0.263081776,0.381,0.313,0.169989055,1.200039402,,,
Anks1,0.000442437,0.261947738,0.657,0.615,1,1.199096475,,,
Gm19461,9.07E-05,0.2613225,0.329,0.269,1,1.198576921,,,
Smad1,3.67E-05,0.261140213,0.353,0.292,1,1.198425489,,,
Crem,4.43E-05,0.260723526,0.379,0.31,1,1.198079402,,,
Hdac7,2.03E-06,0.260551145,0.2,0.136,0.065634456,1.197936258,,,
Sipa1l2,2.84E-05,0.26036577,0.143,0.094,0.916476745,1.197782343,,,
Stpg2,0.000319425,0.260355037,0.241,0.191,1,1.197773432,,,
Ggact,0.002818128,0.260137633,0.44,0.402,1,1.19759295,,,
Gstt1,6.60E-06,0.259738312,0.244,0.18,0.213052037,1.197261516,,,
1600012H06Rik,1.69E-06,0.25744423,0.151,0.096,0.05455505,1.195359219,,,
4930523C07Rik,0.003243339,0.257260974,0.322,0.278,1,1.19520739,,,
Pdpr,6.25E-05,0.257158768,0.433,0.38,1,1.195122721,,,
Rad51b,0.00055486,0.257004976,0.152,0.111,1,1.194995326,,,
U2af1,2.43E-06,0.256441691,0.298,0.226,0.078369471,1.194528845,,,
Sorl1,1.44E-05,0.254571791,0.655,0.607,0.46554488,1.1929816,,,
Mme,0.155717904,0.25331526,0.373,0.365,1,1.191943012,,,
4732471J01Rik,1.94E-05,0.252749963,0.373,0.317,0.624949005,1.191476059,,,
Ttc19,4.34E-06,0.252579233,0.569,0.508,0.139919475,1.191335067,,,
Gm42620,7.37E-06,0.252251293,0.247,0.178,0.237845845,1.191064295,,,
Ttc7,0.000159951,0.251262843,0.5,0.458,1,1.190248527,,,
Dhdds,5.08E-06,0.250509077,0.283,0.215,0.164006878,1.189626819,,,
Ccdc58,1.80E-05,0.250490271,0.469,0.406,0.582182028,1.189611312,,,
Dlgap1,7.03E-05,-0.251881746,0.32,0.382,1,-1.190759242,,,
