rownames.markers.,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,fold,,up,down
Gprin3,5.54E-07,-0.416577679,0.157,0.246,0.017860967,-1.334757521,,,
Uap1,1.52E-28,-0.41776952,0.039,0.213,4.91E-24,-1.335860649,,,
4930444A19Rik,5.08E-11,-0.419477412,0.158,0.288,1.64E-06,-1.337443005,,,
Gfod1,1.59E-08,-0.419790556,0.095,0.189,0.000514554,-1.337733335,,,
Pcca,3.73E-12,-0.420886849,0.308,0.474,1.20E-07,-1.338750254,,,
Gm2682,1.42E-10,-0.42330859,0.03,0.107,4.59E-06,-1.340999399,,,
Skap1,2.18E-10,-0.4242176,0.055,0.147,7.04E-06,-1.341844598,,,
Pkp4,8.18E-16,-0.424847593,0.293,0.503,2.64E-11,-1.34243068,,,
Plekha7,2.59E-12,-0.426110502,0.193,0.347,8.36E-08,-1.343606334,,,
Slc40a1,1.54E-06,-0.426316562,0.221,0.309,0.049820057,-1.343798255,,,
Adra1b,5.14E-10,-0.426961255,0.132,0.248,1.66E-05,-1.344398888,,,
Tcn2,3.89E-31,-0.430352131,0.008,0.156,1.25E-26,-1.347562448,,,
Dcdc2a,9.17E-08,-0.430489752,0.041,0.108,0.002959209,-1.347691,,,
Cox7c,2.21E-35,-0.431174684,0.023,0.213,7.14E-31,-1.34833098,,,
C7,2.68E-12,-0.433193181,0.61,0.751,8.64E-08,-1.350218771,,,
Cmah,1.24E-23,-0.437079179,0.031,0.174,3.99E-19,-1.353860581,,,
Phyhipl,9.07E-23,-0.439553686,0.045,0.2,2.93E-18,-1.356184712,,,
Evi5,3.50E-13,-0.439655445,0.321,0.497,1.13E-08,-1.356280372,,,
Acaa2,1.81E-23,-0.440122648,0.06,0.228,5.84E-19,-1.356719661,,,
Herc3,5.08E-14,-0.440791787,0.142,0.29,1.64E-09,-1.35734907,,,
Trabd2b,1.14E-16,-0.440978862,0.078,0.224,3.66E-12,-1.357525089,,,
Mndal,1.30E-19,-0.443018816,0.144,0.341,4.18E-15,-1.359445972,,,
