rownames.markers.,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,fold,,up,down
Slc16a9,3.52E-42,0.462217611,0.82,0.765,1.14E-37,1.377657832,,,
Large1,1.15E-123,0.460815806,0.829,0.673,3.72E-119,1.376319871,,,
Gm26632,4.97E-105,0.455911478,0.468,0.283,1.60E-100,1.371649123,,,
Cyp4a10,1.78E-70,0.448790624,0.349,0.219,5.74E-66,1.364895619,,,
Mafb,1.52E-111,0.443371594,0.279,0.124,4.91E-107,1.359778434,,,
Nr1h4,5.95E-149,0.442525225,0.977,0.971,1.92E-144,1.358980943,,,
Nrg1,1.53E-25,0.440085708,0.711,0.636,4.93E-21,1.356684923,,,
Gm45792,3.15E-147,0.438735964,0.975,0.945,1.02E-142,1.355416241,,,
Gm42439,2.45E-98,0.437363997,0.461,0.282,7.91E-94,1.354127887,,,
Rreb1,1.16E-85,0.43173341,0.884,0.82,3.76E-81,1.348853262,,,
Tuft1,2.47E-77,0.427986715,0.488,0.327,7.96E-73,1.34535482,,,
Fgfr2,9.98E-78,0.422482556,0.916,0.89,3.22E-73,1.340231811,,,
2210408F21Rik,6.98E-74,0.419067836,0.872,0.813,2.25E-69,1.337063363,,,
Adh1,3.44E-31,0.412996274,0.676,0.623,1.11E-26,1.331448175,,,
Nat8f6,5.88E-72,0.412489938,0.819,0.701,1.90E-67,1.330980965,,,
Nfe2l2,3.45E-87,0.41204913,0.709,0.562,1.11E-82,1.330574352,,,
Dgat2,3.29E-45,0.410767574,0.529,0.408,1.06E-40,1.329392919,,,
Herpud1,1.16E-07,0.409238668,0.457,0.469,0.003728174,1.327984832,,,
C330002G04Rik,5.05E-66,0.40921863,0.838,0.766,1.63E-61,1.327966387,,,
Mbnl2,3.75E-32,0.40817791,0.815,0.812,1.21E-27,1.327008775,,,
Sh3rf1,1.53E-86,0.407025704,0.951,0.937,4.93E-82,1.325949384,,,
Nat8f3,5.69E-48,0.406434442,0.43,0.304,1.84E-43,1.32540608,,,
Steap2,3.47E-67,0.406108091,0.552,0.406,1.12E-62,1.325106294,,,
Egfros,7.62E-64,0.404837248,0.472,0.329,2.46E-59,1.323939547,,,
Polr3e,1.08E-68,0.402867288,0.78,0.69,3.49E-64,1.322132978,,,
Plppr1,8.17E-28,0.401495971,0.483,0.406,2.63E-23,1.320876855,,,
Cpe,3.34E-37,0.401049759,0.116,0.056,1.08E-32,1.320468383,,,
Acot12,3.24E-89,0.400850697,0.924,0.867,1.05E-84,1.320286199,,,
Malat1,0,0.399815018,1,1,0,1.319338735,,,
Gstt2,1.17E-69,0.399691253,0.798,0.677,3.76E-65,1.319225557,,,
Acsl1,9.15E-105,0.394243962,0.573,0.373,2.95E-100,1.31425385,,,
Acsm1,6.04E-93,0.391453216,0.949,0.925,1.95E-88,1.311714018,,,
Mgll,4.60E-97,0.386660912,0.269,0.129,1.48E-92,1.307364032,,,
Gm26827,1.74E-28,0.382582769,0.364,0.276,5.63E-24,1.303673655,,,
Klf9,7.31E-76,0.38007785,0.819,0.741,2.36E-71,1.30141208,,,
Klf13,6.08E-84,0.37764793,0.662,0.493,1.96E-79,1.299221966,,,
Eef1akmt3,3.34E-73,0.375754543,0.392,0.245,1.08E-68,1.297517992,,,
Tox,1.87E-42,0.373370822,0.484,0.385,6.04E-38,1.295375912,,,
1600010M07Rik,2.24E-80,0.37263057,0.53,0.352,7.23E-76,1.29471142,,,
Sik1,1.10E-53,0.372088346,0.525,0.389,3.53E-49,1.294224906,,,
Abcc4,8.46E-63,0.371810573,0.494,0.352,2.73E-58,1.293975744,,,
Gm7480,6.14E-84,0.371600543,0.419,0.255,1.98E-79,1.293787377,,,
Ell2,4.95E-73,0.370870008,0.748,0.615,1.60E-68,1.293132411,,,
Slc25a42,8.93E-60,0.369157977,0.713,0.573,2.88E-55,1.291598775,,,
Tacc2,2.83E-40,0.366652058,0.909,0.909,9.12E-36,1.289357253,,,
Acly,1.86E-17,0.366071754,0.503,0.442,6.00E-13,1.288838731,,,
Smad7,5.27E-59,0.365883143,0.527,0.389,1.70E-54,1.288670245,,,
Sgk1,4.21E-25,0.364995747,0.149,0.095,1.36E-20,1.287877833,,,
Plk3,1.32E-43,0.363152623,0.36,0.256,4.25E-39,1.286233547,,,
Tead1,1.27E-89,0.361787095,0.958,0.933,4.10E-85,1.285016687,,,
Auts2,7.78E-116,0.361740455,0.979,0.947,2.51E-111,1.284975146,,,
Bmp6,8.34E-57,0.361012001,0.862,0.8,2.69E-52,1.284326493,,,
Pex11a,9.45E-102,0.359613076,0.494,0.301,3.05E-97,1.283081735,,,
Enpp6,2.71E-17,0.357476984,0.593,0.541,8.73E-13,1.281183376,,,
P2rx4,3.54E-90,0.354047062,0.44,0.274,1.14E-85,1.278141057,,,
Cyp27a1,1.51E-41,0.35394393,0.382,0.282,4.87E-37,1.278049691,,,
Sik3,3.66E-103,0.35146594,0.956,0.937,1.18E-98,1.275856382,,,
Abhd17c,1.56E-60,0.351033251,0.721,0.601,5.04E-56,1.275473788,,,
Nectin1,3.03E-65,0.348315846,0.403,0.265,9.78E-61,1.273073616,,,
Rbpms,8.28E-73,0.348230131,0.924,0.907,2.67E-68,1.272997981,,,
Sgpp1,7.22E-40,0.348148085,0.403,0.299,2.33E-35,1.272925588,,,
Myo1e,1.01E-55,0.347645695,0.57,0.44,3.27E-51,1.272482393,,,
Fam83g,8.41E-14,0.341750903,0.661,0.62,2.71E-09,1.267293692,,,
Gm48383,3.93E-57,0.341741432,0.385,0.257,1.27E-52,1.267285372,,,
Folh1,1.13E-13,0.340686079,0.8,0.801,3.64E-09,1.266358673,,,
Ate1,2.55E-81,0.340572412,0.418,0.265,8.22E-77,1.266258902,,,
Mbd1,1.15E-41,0.337936255,0.436,0.313,3.71E-37,1.26394725,,,
Adgrb3,5.99E-10,0.337854588,0.182,0.147,1.93E-05,1.263875703,,,
Foxo1,3.43E-69,0.337771873,0.924,0.883,1.11E-64,1.263803243,,,
Cyp4a12b,2.11E-154,0.337532659,0.172,0.032,6.81E-150,1.263593708,,,
Ucp2,4.51E-254,0.336313127,0.174,0.005,1.45E-249,1.262526025,,,
Lncpint,2.14E-75,0.335205915,0.963,0.953,6.89E-71,1.261557457,,,
Sptlc2,1.74E-40,0.335018641,0.715,0.625,5.60E-36,1.261393707,,,
Slc35f1,2.41E-38,0.333715541,0.281,0.188,7.78E-34,1.26025488,,,
Slc22a8,9.20E-41,0.33239152,0.623,0.521,2.97E-36,1.259098823,,,
Cbfb,1.38E-25,0.331332181,0.318,0.244,4.45E-21,1.258174633,,,
Ndrg1,4.15E-100,0.330194893,0.85,0.705,1.34E-95,1.257183196,,,
Slc39a14,5.90E-57,0.328967893,0.768,0.658,1.90E-52,1.256114426,,,
Cyp2j13,9.75E-98,0.328000953,0.977,0.972,3.15E-93,1.25527282,,,
Eno1,6.17E-62,0.327927886,0.359,0.243,1.99E-57,1.255209248,,,
Gm13270,1.68E-50,0.327503434,0.498,0.368,5.43E-46,1.25484001,,,
Ddhd2,6.72E-65,0.326940701,0.4,0.262,2.17E-60,1.254350646,,,
Mogat1,6.14E-84,0.324591978,0.47,0.291,1.98E-79,1.252310211,,,
Slc2a2,3.27E-23,0.324560416,0.61,0.53,1.06E-18,1.252282814,,,
Alpl,1.31E-10,0.323447216,0.506,0.458,4.22E-06,1.251316911,,,
Igsf11,1.62E-49,0.323374227,0.771,0.66,5.24E-45,1.251253606,,,
Gm31600,1.14E-40,0.32304669,0.338,0.234,3.67E-36,1.250969565,,,
Flnb,4.32E-57,0.322453865,0.811,0.723,1.40E-52,1.250455628,,,
Acnat1,9.29E-40,0.322115543,0.715,0.617,3.00E-35,1.250162422,,,
Tmcc3,2.76E-27,0.320532876,0.585,0.5,8.92E-23,1.248791719,,,
Gm48678,6.31E-51,0.317625614,0.58,0.446,2.04E-46,1.246277738,,,
Cenpv,6.35E-69,0.317587864,0.319,0.187,2.05E-64,1.246245128,,,
Gm31356,8.06E-37,0.314591789,0.313,0.216,2.60E-32,1.243659709,,,
Id2,7.48E-44,0.314342226,0.405,0.302,2.41E-39,1.243444595,,,
Keg1,5.67E-52,0.314233625,0.939,0.926,1.83E-47,1.243350997,,,
Zfp810,8.08E-46,0.312139186,0.586,0.471,2.61E-41,1.241547265,,,
Chpt1,3.29E-36,0.312129639,0.971,0.974,1.06E-31,1.24153905,,,
Stat3,5.35E-66,0.311568629,0.676,0.535,1.73E-61,1.241056356,,,
Gm15640,1.65E-89,0.311047357,0.224,0.095,5.33E-85,1.240608021,,,
Gpc4,1.69E-29,0.30964492,0.931,0.932,5.44E-25,1.239402617,,,
Igf2bp2,4.65E-39,0.308717082,0.404,0.295,1.50E-34,1.238605778,,,
Rab30,9.85E-90,0.308702123,0.249,0.111,3.18E-85,1.238592936,,,
Pklr,1.78E-50,0.308075496,0.237,0.136,5.73E-46,1.238055076,,,
Epb41,4.26E-84,0.304177097,0.981,0.972,1.37E-79,1.234714164,,,
Msrb1,1.23E-90,0.303374641,0.478,0.301,3.96E-86,1.234027582,,,
Errfi1,4.70E-125,0.30269589,0.985,0.942,1.52E-120,1.23344714,,,
Kmo,3.70E-33,0.301728433,0.7,0.606,1.20E-28,1.232620281,,,
4930556N13Rik,2.37E-43,0.300643997,0.427,0.308,7.63E-39,1.2316941,,,
Eva1a,3.11E-18,0.297894171,0.633,0.559,1.00E-13,1.229348685,,,
Vcl,3.66E-51,0.297188289,0.598,0.466,1.18E-46,1.228747336,,,
Nedd4l,1.27E-91,0.29578742,0.991,0.986,4.09E-87,1.227554792,,,
Jun,1.63E-85,0.295732309,0.229,0.101,5.27E-81,1.2275079,,,
Gm12353,4.56E-46,0.295042736,0.808,0.708,1.47E-41,1.226921321,,,
Pik3r1,2.81E-11,0.294169132,0.599,0.554,9.08E-07,1.226178601,,,
Hlf,1.44E-16,0.294157142,0.813,0.792,4.64E-12,1.22616841,,,
Slc27a1,1.18E-138,0.293026069,0.329,0.136,3.80E-134,1.225207471,,,
Acsl4,3.00E-25,0.29274005,0.378,0.299,9.68E-21,1.224964594,,,
Rorc,5.38E-60,0.292461231,0.387,0.246,1.74E-55,1.224727876,,,
Gm15261,5.01E-29,0.292405138,0.47,0.377,1.62E-24,1.224680259,,,
Hivep2,1.51E-27,0.292281196,0.635,0.555,4.87E-23,1.224575051,,,
Ptpn1,4.38E-42,0.291436081,0.542,0.426,1.41E-37,1.223857918,,,
Gm15283,1.98E-56,0.291246472,0.323,0.201,6.40E-52,1.223697081,,,
Clic4,1.62E-21,0.290464043,0.764,0.713,5.21E-17,1.223033603,,,
Gm50368,2.50E-52,0.289872251,0.251,0.144,8.05E-48,1.222532019,,,
Myo10,8.11E-31,0.2891332,0.8,0.742,2.62E-26,1.221905912,,,
Arhgef28,7.02E-53,0.288391987,0.937,0.94,2.26E-48,1.221278295,,,
D630045J12Rik,3.36E-37,0.288380309,0.783,0.712,1.08E-32,1.221268409,,,
Slc16a6,1.42E-49,0.286815898,0.377,0.256,4.60E-45,1.219944823,,,
Ntng1,5.57E-38,0.282557836,0.114,0.052,1.80E-33,1.216349509,,,
Gm5089,4.25E-47,0.282346086,0.429,0.302,1.37E-42,1.216170994,,,
Acot11,3.62E-47,0.281362955,0.517,0.388,1.17E-42,1.21534251,,,
Osbpl9,5.08E-66,0.2800668,0.975,0.969,1.64E-61,1.214251105,,,
Arnt2,1.95E-74,0.279944755,0.307,0.17,6.29E-70,1.21414839,,,
Dock9,2.37E-18,0.279615973,0.841,0.808,7.65E-14,1.213871724,,,
Fmn1,9.45E-35,0.279459501,0.846,0.781,3.05E-30,1.213740077,,,
1700042O10Rik,2.86E-54,0.277765565,0.209,0.111,9.24E-50,1.212315804,,,
Nob1,4.92E-65,0.275488799,0.338,0.202,1.59E-60,1.210404116,,,
Hnf4g,2.89E-40,0.275078014,0.892,0.837,9.33E-36,1.210059521,,,
Rell1,1.85E-34,0.272933853,0.192,0.116,5.98E-30,1.208262444,,,
Pcgf5,3.20E-38,0.272697223,0.788,0.708,1.03E-33,1.208064281,,,
Nfkbiz,1.75E-12,0.272617088,0.23,0.184,5.64E-08,1.207997181,,,
Hacd2,3.77E-32,0.270878668,0.863,0.831,1.22E-27,1.206542444,,,
Aco2,7.20E-29,0.270764657,0.771,0.723,2.32E-24,1.206447099,,,
Frmd4b,8.29E-112,0.270641882,0.995,0.992,2.67E-107,1.206344434,,,
Rassf3,1.09E-08,0.268832508,0.455,0.412,0.000352428,1.20483243,,,
Prkag2,7.19E-42,0.267811386,0.855,0.767,2.32E-37,1.203979966,,,
Mtss1,4.52E-36,0.267662387,0.968,0.964,1.46E-31,1.203855628,,,
Sycp3,6.67E-24,0.267389612,0.543,0.454,2.15E-19,1.203628032,,,
Sema3c,3.25E-26,0.266406254,0.611,0.535,1.05E-21,1.202807905,,,
Gm14764,4.69E-33,0.261917492,0.673,0.569,1.51E-28,1.199071336,,,
Tnfrsf21,3.06E-66,0.261454045,0.986,0.983,9.86E-62,1.198686213,,,
Gstt1,2.08E-76,0.26105753,0.309,0.172,6.71E-72,1.198356807,,,
Icam1,2.66E-73,0.259604774,0.147,0.053,8.58E-69,1.1971507,,,
Alas1,3.92E-59,0.259140742,0.822,0.751,1.26E-54,1.196765708,,,
Ralgapa2,1.41E-40,0.257826572,0.875,0.821,4.55E-36,1.195676055,,,
Eci2,1.71E-38,0.257662076,0.675,0.555,5.50E-34,1.195539731,,,
Usp2,1.18E-26,0.257196384,0.654,0.572,3.81E-22,1.195153881,,,
Nkain1,5.38E-101,0.255938955,0.132,0.03,1.73E-96,1.194112659,,,
Immp2l,1.65E-26,0.253733082,0.865,0.867,5.33E-22,1.192288262,,,
Gm13963,4.18E-49,0.253637038,0.209,0.113,1.35E-44,1.192208891,,,
Aopep,3.54E-13,0.252982266,0.764,0.781,1.14E-08,1.191667926,,,
Igfbp4,1.29E-26,0.251740359,0.662,0.586,4.15E-22,1.190642551,,,
Srsf7,3.74E-49,0.251099612,0.631,0.512,1.21E-44,1.190113866,,,
Ifrd1,4.86E-41,0.25060745,0.552,0.42,1.57E-36,1.189707939,,,
Dhdds,1.46E-35,0.250580804,0.488,0.376,4.71E-31,1.189685965,,,
Gpd2,2.64E-42,-0.250022733,0.495,0.601,8.52E-38,-1.189225854,,,
Dock4,1.96E-27,-0.250067472,0.809,0.836,6.31E-23,-1.189262734,,,
Son,1.40E-37,-0.250628977,0.805,0.853,4.51E-33,-1.189725691,,,
Hspd1,2.03E-31,-0.251939795,0.384,0.456,6.57E-27,-1.190807155,,,
Sgk2,1.49E-31,-0.251963041,0.593,0.633,4.80E-27,-1.190826343,,,
2610037D02Rik,2.05E-39,-0.252089565,0.352,0.449,6.62E-35,-1.190930782,,,
St8sia6,2.61E-28,-0.252134766,0.422,0.497,8.41E-24,-1.190968096,,,
Ift122,4.97E-37,-0.252969417,0.324,0.408,1.60E-32,-1.191657313,,,
Med14,2.40E-31,-0.253079888,0.513,0.589,7.76E-27,-1.191748565,,,
Gas2,7.51E-55,-0.253237365,0.911,0.926,2.42E-50,-1.191878657,,,
Zc3h12c,2.33E-35,-0.253843701,0.568,0.652,7.51E-31,-1.192379685,,,
Herc4,2.33E-29,-0.254055553,0.626,0.68,7.51E-25,-1.192554792,,,
Ctnna1,2.68E-28,-0.254319219,0.628,0.691,8.66E-24,-1.192772763,,,
Myo9a,4.58E-15,-0.254813277,0.695,0.726,1.48E-10,-1.193181303,,,
Hibadh,1.69E-34,-0.254829222,0.744,0.8,5.44E-30,-1.193194491,,,
Apbb1ip,8.03E-59,-0.25502283,0.095,0.192,2.59E-54,-1.193354628,,,
Dcun1d4,9.10E-31,-0.255081818,0.257,0.33,2.94E-26,-1.193403421,,,
Samd9l,1.74E-26,-0.255158264,0.392,0.456,5.62E-22,-1.193466659,,,
Arhgap32,5.01E-34,-0.255421654,0.768,0.804,1.62E-29,-1.193684568,,,
Tomm20,9.28E-115,-0.256111769,0.104,0.257,3.00E-110,-1.194255706,,,
Gpr137b,2.76E-24,-0.256168541,0.48,0.527,8.91E-20,-1.194302702,,,
Vps13b,3.66E-36,-0.256289576,0.818,0.854,1.18E-31,-1.194402902,,,
Ccser1,4.95E-24,-0.256320599,0.683,0.74,1.60E-19,-1.194428586,,,
Bphl,1.65E-28,-0.256729474,0.57,0.613,5.33E-24,-1.194767148,,,
BC034090,2.80E-24,-0.257417345,0.424,0.465,9.03E-20,-1.195336943,,,
Ptprj,9.40E-47,-0.257736156,0.624,0.727,3.03E-42,-1.195601122,,,
Plcl1,1.24E-39,-0.258360005,0.69,0.783,4.02E-35,-1.196118235,,,
Gm6999,4.66E-45,-0.258819069,0.826,0.87,1.50E-40,-1.196498899,,,
Srcin1,1.43E-45,-0.259009981,0.151,0.236,4.62E-41,-1.196657242,,,
Nat8,1.48E-70,-0.26119241,0.182,0.319,4.77E-66,-1.198468849,,,
Slc28a1,8.15E-32,-0.261707208,0.286,0.364,2.63E-27,-1.198896575,,,
Lrp6,2.35E-34,-0.26175999,0.735,0.773,7.57E-30,-1.198940438,,,
Ano6,5.44E-35,-0.261850596,0.44,0.528,1.76E-30,-1.199015739,,,
Fign,3.04E-35,-0.261950918,0.376,0.472,9.80E-31,-1.199099119,,,
Sash1,2.65E-30,-0.262234875,0.56,0.609,8.54E-26,-1.199335153,,,
Gm15638,2.22E-29,-0.262383254,0.319,0.388,7.15E-25,-1.19945851,,,
Acsm2,3.43E-63,-0.262898732,0.957,0.98,1.11E-58,-1.199887155,,,
Ldhd,6.30E-34,-0.262998377,0.337,0.425,2.03E-29,-1.199970033,,,
Slc41a2,5.71E-51,-0.26313502,0.122,0.213,1.84E-46,-1.200083691,,,
Kcnj15,4.08E-60,-0.263563609,0.977,0.987,1.32E-55,-1.20044026,,,
Magi3,1.49E-20,-0.263982927,0.421,0.469,4.80E-16,-1.200789217,,,
Ttc8,9.14E-50,-0.264015005,0.186,0.289,2.95E-45,-1.200815917,,,
Pkhd1,2.77E-97,-0.264395155,0.981,0.992,8.95E-93,-1.201132373,,,
Hnf4aos,1.11E-71,-0.264708238,0.959,0.973,3.57E-67,-1.201393063,,,
Plxna4,1.63E-76,-0.264787436,0.046,0.137,5.26E-72,-1.201459015,,,
Acsm5,4.38E-30,-0.264979788,0.524,0.582,1.41E-25,-1.201619215,,,
Gm45645,7.32E-25,-0.266247703,0.263,0.334,2.36E-20,-1.202675724,,,
Ddx17,5.01E-42,-0.266254232,0.774,0.831,1.62E-37,-1.202681167,,,
Gtf2i,3.61E-36,-0.266413017,0.67,0.713,1.16E-31,-1.202813543,,,
Vps37a,1.72E-41,-0.266876135,0.377,0.474,5.54E-37,-1.203199719,,,
Zc3h6,7.51E-36,-0.267402342,0.217,0.3,2.42E-31,-1.203638652,,,
Nit1,5.11E-24,-0.267504983,0.565,0.59,1.65E-19,-1.203724289,,,
Ncam2,1.42E-37,-0.268194058,0.23,0.33,4.57E-33,-1.204299362,,,
Adgrl2,2.73E-32,-0.26883134,0.502,0.571,8.79E-28,-1.204831455,,,
Cat,5.05E-31,-0.268947017,0.593,0.644,1.63E-26,-1.204928063,,,
Arap2,5.79E-35,-0.269368925,0.507,0.585,1.87E-30,-1.205280489,,,
Vps8,6.91E-25,-0.269579964,0.362,0.419,2.23E-20,-1.205456812,,,
Prkd3,1.78E-42,-0.269604503,0.303,0.404,5.73E-38,-1.205477316,,,
Plpp3,4.51E-67,-0.269764557,0.089,0.193,1.45E-62,-1.20561106,,,
Agtpbp1,2.19E-73,-0.26999891,0.131,0.247,7.06E-69,-1.205806917,,,
Sorl1,2.04E-275,-0.270405413,0.006,0.19,6.58E-271,-1.20614672,,,
Pipox,6.68E-35,-0.270880842,0.782,0.797,2.16E-30,-1.206544263,,,
Pecr,2.75E-31,-0.271028849,0.75,0.767,8.87E-27,-1.206668049,,,
Sypl,1.02E-35,-0.272327123,0.39,0.465,3.29E-31,-1.207754412,,,
Dnajc12,1.42E-58,-0.272628909,0.273,0.399,4.57E-54,-1.208007079,,,
Larp1b,1.53E-37,-0.273125151,0.653,0.712,4.93E-33,-1.208422667,,,
Lrrc1,4.51E-38,-0.274244234,0.219,0.301,1.45E-33,-1.209360391,,,
Numa1,1.73E-39,-0.274558726,0.475,0.542,5.59E-35,-1.209624048,,,
Phf20l1,2.53E-40,-0.275277918,0.785,0.832,8.15E-36,-1.210227202,,,
Pde1a,4.52E-120,-0.277803269,0.024,0.133,1.46E-115,-1.212347488,,,
Slc12a6,3.04E-48,-0.27908143,0.861,0.887,9.81E-44,-1.213422047,,,
Upb1,1.84E-46,-0.279119418,0.596,0.674,5.94E-42,-1.213453999,,,
Banp,2.19E-38,-0.279188189,0.37,0.456,7.07E-34,-1.213511843,,,
Dnajc6,8.55E-33,-0.279339997,0.35,0.436,2.76E-28,-1.213639542,,,
Clic5,1.40E-37,-0.279400306,0.203,0.286,4.53E-33,-1.213690277,,,
Glcci1,7.37E-57,-0.279512237,0.215,0.334,2.38E-52,-1.213784445,,,
Nr3c1,2.68E-42,-0.279762077,0.519,0.611,8.66E-38,-1.213994661,,,
C1qtnf3,2.94E-54,-0.28050652,0.083,0.17,9.50E-50,-1.214621255,,,
Vps13a,7.86E-61,-0.280776435,0.897,0.923,2.53E-56,-1.21484852,,,
Tardbp,1.13E-33,-0.28084549,0.577,0.647,3.66E-29,-1.214906671,,,
Lmbrd2,3.75E-41,-0.281212278,0.521,0.612,1.21E-36,-1.215215585,,,
Papss1,6.33E-38,-0.282771623,0.183,0.263,2.04E-33,-1.216529768,,,
Pdgfd,2.37E-58,-0.283107829,0.335,0.473,7.65E-54,-1.216813301,,,
Gsap,6.67E-41,-0.283525444,0.25,0.344,2.15E-36,-1.217165582,,,
Rnaseh2b,4.33E-38,-0.284111,0.195,0.278,1.40E-33,-1.217659701,,,
