rownames.markers.,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,fold,,up,down
Ttc7,4.49E-36,-0.284195716,0.359,0.434,1.45E-31,-1.217731205,,,
Shroom3,8.60E-42,-0.284435666,0.438,0.546,2.78E-37,-1.217933756,,,
Cbl,4.56E-33,-0.28469796,0.43,0.505,1.47E-28,-1.218155206,,,
Map2k5,3.52E-35,-0.284758262,0.766,0.786,1.13E-30,-1.218206124,,,
Pepd,1.57E-35,-0.284804215,0.613,0.676,5.06E-31,-1.218244927,,,
Srsf5,4.90E-27,-0.284866088,0.451,0.519,1.58E-22,-1.218297175,,,
4932438A13Rik,2.58E-40,-0.285047101,0.639,0.703,8.32E-36,-1.218450043,,,
Pcca,1.96E-44,-0.285059604,0.846,0.864,6.31E-40,-1.218460602,,,
Mar-06,1.66E-34,-0.285545113,0.673,0.726,5.35E-30,-1.218870719,,,
Gm12940,1.04E-65,-0.286806406,0.162,0.274,3.37E-61,-1.219936797,,,
Mtrex,1.92E-38,-0.287342522,0.422,0.504,6.19E-34,-1.220390219,,,
Micos10,4.37E-137,-0.288190858,0.076,0.232,1.41E-132,-1.221108046,,,
Chd3,4.71E-18,-0.288403245,0.824,0.789,1.52E-13,-1.221287825,,,
Suclg2,1.76E-41,-0.288865004,0.714,0.769,5.69E-37,-1.221678781,,,
Srsf2,1.09E-54,-0.289414188,0.387,0.516,3.53E-50,-1.222143921,,,
Dcun1d2,2.02E-35,-0.290294634,0.278,0.36,6.53E-31,-1.222889997,,,
Gm49797,5.01E-46,-0.290922696,0.315,0.415,1.62E-41,-1.223422484,,,
Veph1,9.55E-38,-0.291023312,0.69,0.765,3.08E-33,-1.223507811,,,
Itpr1,3.91E-113,-0.294399718,0.994,0.997,1.26E-108,-1.226374596,,,
Dmxl1,5.20E-66,-0.29481447,0.913,0.939,1.68E-61,-1.22672721,,,
Ces1f,9.32E-30,-0.295430515,0.754,0.762,3.01E-25,-1.227251147,,,
B3gat2,7.77E-39,-0.29621818,0.605,0.666,2.51E-34,-1.227921369,,,
Tdrd3,1.35E-52,-0.297373577,0.316,0.422,4.36E-48,-1.228905157,,,
Ccdc148,7.52E-45,-0.297532291,0.173,0.261,2.43E-40,-1.229040359,,,
Selenbp1,5.29E-38,-0.2979661,0.555,0.615,1.71E-33,-1.229409978,,,
Ankrd17,5.70E-60,-0.2990614,0.899,0.926,1.84E-55,-1.230343706,,,
Bbox1,2.38E-48,-0.299072142,0.18,0.284,7.69E-44,-1.230352867,,,
Hnrnpu,3.81E-37,-0.299345696,0.651,0.73,1.23E-32,-1.230586181,,,
Prdm5,2.80E-56,-0.299578955,0.089,0.181,9.03E-52,-1.230785161,,,
Gm35721,2.63E-63,-0.300304122,0.103,0.202,8.47E-59,-1.231403968,,,
Spats2l,2.31E-30,-0.30114812,0.326,0.404,7.44E-26,-1.232124568,,,
Eif4g2,1.31E-51,-0.302089248,0.426,0.547,4.22E-47,-1.232928595,,,
Ccser2,6.55E-35,-0.303551246,0.498,0.565,2.11E-30,-1.234178653,,,
Ugt3a1,1.10E-50,-0.303569287,0.283,0.39,3.56E-46,-1.234194086,,,
Pdgfc,1.77E-45,-0.304856375,0.426,0.533,5.70E-41,-1.235295654,,,
Cit,1.49E-56,-0.306678587,0.134,0.236,4.80E-52,-1.236856893,,,
Lamp1,1.20E-93,-0.306995709,0.193,0.352,3.87E-89,-1.237128799,,,
Sorcs1,1.30E-29,-0.307914596,0.063,0.117,4.19E-25,-1.237917007,,,
Tm9sf3,1.15E-48,-0.308250766,0.408,0.508,3.71E-44,-1.238205494,,,
Chuk,1.79E-46,-0.308318617,0.742,0.789,5.76E-42,-1.238263729,,,
Slc22a28,1.70E-63,-0.309782862,0.924,0.91,5.50E-59,-1.239521128,,,
Igf1r,1.77E-118,-0.310523573,0.989,0.996,5.72E-114,-1.240157687,,,
Kyat1,2.37E-46,-0.311551464,0.476,0.556,7.66E-42,-1.24104159,,,
Macf1,6.81E-61,-0.312947424,0.833,0.883,2.20E-56,-1.24224301,,,
D630024D03Rik,1.48E-45,-0.313138743,0.199,0.293,4.79E-41,-1.242407758,,,
Tinag,5.20E-55,-0.314807793,0.798,0.841,1.68E-50,-1.243845927,,,
Cemip2,4.77E-44,-0.317533438,0.368,0.448,1.54E-39,-1.246198113,,,
Patj,7.73E-63,-0.31753888,0.83,0.874,2.49E-58,-1.246202815,,,
Odc1,2.18E-76,-0.317719642,0.11,0.226,7.04E-72,-1.246358967,,,
Ttc39c,8.58E-57,-0.317844069,0.54,0.642,2.77E-52,-1.246466465,,,
Ankib1,4.05E-68,-0.318087123,0.873,0.908,1.31E-63,-1.246676477,,,
Pyroxd2,1.26E-40,-0.318910391,0.354,0.424,4.06E-36,-1.247388091,,,
Tulp3,5.75E-50,-0.318912321,0.501,0.596,1.85E-45,-1.24738976,,,
Ass1,5.27E-49,-0.318989704,0.588,0.689,1.70E-44,-1.247456669,,,
Abcc2,3.98E-84,-0.319578534,0.934,0.964,1.28E-79,-1.247965918,,,
Qk,1.01E-58,-0.32056429,0.672,0.753,3.26E-54,-1.248818912,,,
Sord,1.99E-76,-0.320690918,0.7,0.824,6.41E-72,-1.248928527,,,
Itga1,5.47E-55,-0.320800697,0.469,0.567,1.76E-50,-1.249023565,,,
Prpf4b,1.26E-55,-0.321485594,0.861,0.869,4.07E-51,-1.249616661,,,
Phf14,6.15E-52,-0.322133838,0.65,0.724,1.98E-47,-1.250178276,,,
Ptpn13,1.32E-49,-0.322356645,0.589,0.68,4.26E-45,-1.250371366,,,
Thrb,2.48E-66,-0.322770195,0.933,0.949,7.99E-62,-1.250729837,,,
Idh1,1.04E-46,-0.323904651,0.34,0.444,3.37E-42,-1.251713729,,,
Syne2,4.96E-85,-0.327445946,0.889,0.934,1.60E-80,-1.254790008,,,
Elf1,3.57E-55,-0.328745529,0.584,0.685,1.15E-50,-1.255920835,,,
BC024386,4.60E-49,-0.328828163,0.543,0.611,1.48E-44,-1.255992773,,,
Erc2,8.74E-60,-0.329151533,0.921,0.939,2.82E-55,-1.256274327,,,
Arhgef38,1.38E-69,-0.329413693,0.134,0.247,4.47E-65,-1.256502631,,,
Tcn2,1.23E-69,-0.330812369,0.413,0.564,3.97E-65,-1.257721387,,,
Nat8f1,5.66E-71,-0.331572003,0.211,0.348,1.83E-66,-1.2583838,,,
Oxr1,2.04E-88,-0.333023327,0.93,0.962,6.57E-84,-1.259650347,,,
Tmbim6,2.37E-51,-0.33432522,0.458,0.566,7.63E-47,-1.260787573,,,
Gm42397,9.77E-93,-0.334388367,0.963,0.978,3.15E-88,-1.260842759,,,
Kank1,6.96E-68,-0.334733835,0.315,0.439,2.25E-63,-1.261144717,,,
Herc3,2.37E-64,-0.335575854,0.662,0.758,7.66E-60,-1.26188099,,,
Nectin3,9.35E-50,-0.336797693,0.532,0.626,3.02E-45,-1.262950148,,,
Dgkd,7.04E-57,-0.337163885,0.515,0.6,2.27E-52,-1.263270757,,,
Lrpap1,8.04E-73,-0.34012542,0.345,0.47,2.59E-68,-1.265866637,,,
Osbpl3,6.97E-70,-0.340380588,0.88,0.912,2.25E-65,-1.266090549,,,
Mir99ahg,5.00E-55,-0.344772911,0.621,0.745,1.61E-50,-1.269951069,,,
Adamts9,4.31E-52,-0.347714038,0.46,0.551,1.39E-47,-1.272542675,,,
Arhgap24,1.08E-61,-0.348923908,0.75,0.83,3.49E-57,-1.273610299,,,
Exoc4,5.08E-74,-0.349437047,0.849,0.898,1.64E-69,-1.274063379,,,
Pacsin2,3.60E-58,-0.352550094,0.487,0.573,1.16E-53,-1.276815521,,,
Snx29,3.70E-186,-0.352796462,0.994,0.998,1.19E-181,-1.27703358,,,
Pah,2.74E-80,-0.353133398,0.794,0.863,8.85E-76,-1.277331861,,,
Ntn4,3.06E-65,-0.353250055,0.307,0.438,9.87E-61,-1.277435151,,,
Acy3,1.68E-96,-0.354630683,0.104,0.24,5.41E-92,-1.278658214,,,
Akr1c21,6.55E-38,-0.35764165,0.513,0.591,2.11E-33,-1.281329616,,,
Hspa5,2.49E-174,-0.359281681,0.142,0.356,8.04E-170,-1.282787037,,,
Fmnl2,3.97E-173,-0.359378956,0.039,0.197,1.28E-168,-1.282873534,,,
Pzp,2.19E-69,-0.359421031,0.058,0.15,7.08E-65,-1.282910948,,,
AY036118,2.98E-12,-0.359768721,0.273,0.31,9.60E-08,-1.283220167,,,
Slc43a2,3.02E-152,-0.359999239,0.13,0.32,9.76E-148,-1.283425221,,,
Add3,3.01E-65,-0.360489485,0.441,0.555,9.70E-61,-1.283861419,,,
Diaph2,2.22E-63,-0.3606574,0.78,0.847,7.17E-59,-1.284010856,,,
Lypla1,4.54E-52,-0.361866016,0.674,0.729,1.47E-47,-1.285086985,,,
P3h2,1.52E-85,-0.362450213,0.713,0.845,4.92E-81,-1.285607467,,,
Dock8,5.22E-57,-0.363091898,0.394,0.498,1.68E-52,-1.286179409,,,
Ugt2b5,2.49E-95,-0.36570081,0.111,0.243,8.03E-91,-1.288507389,,,
Mep1a,3.60E-61,-0.366055501,0.565,0.672,1.16E-56,-1.288824211,,,
Reps2,3.47E-55,-0.367413209,0.546,0.642,1.12E-50,-1.290037683,,,
Abtb2,3.40E-71,-0.368719105,0.425,0.553,1.10E-66,-1.291205926,,,
Ugt3a2,2.61E-78,-0.370175579,0.74,0.806,8.41E-74,-1.292510123,,,
Snx7,8.24E-62,-0.371109945,0.584,0.671,2.66E-57,-1.293347491,,,
Rnf24,2.93E-65,-0.372849246,0.269,0.395,9.46E-61,-1.29490768,,,
Rfx3,2.21E-71,-0.373172118,0.469,0.602,7.12E-67,-1.295197511,,,
Mme,1.65E-105,-0.374302503,0.111,0.252,5.31E-101,-1.296212725,,,
Fam214a,5.45E-85,-0.374752608,0.77,0.845,1.76E-80,-1.296617193,,,
Eci3,2.16E-71,-0.375905792,0.361,0.495,6.96E-67,-1.297654027,,,
Sestd1,2.32E-70,-0.376357344,0.591,0.691,7.49E-66,-1.298060246,,,
Eml5,2.99E-57,-0.376851958,0.601,0.678,9.65E-53,-1.29850535,,,
Acss2,1.64E-69,-0.376893709,0.722,0.785,5.30E-65,-1.298542929,,,
Aspg,2.75E-82,-0.377074589,0.202,0.333,8.87E-78,-1.298705746,,,
Dglucy,2.72E-75,-0.377196897,0.571,0.679,8.77E-71,-1.298815851,,,
Wnk1,1.21E-67,-0.377808971,0.52,0.646,3.92E-63,-1.299367,,,
Svopl,7.16E-79,-0.381040209,0.703,0.792,2.31E-74,-1.302280485,,,
Osbpl6,1.92E-100,-0.381435734,0.922,0.935,6.21E-96,-1.302637563,,,
Arhgap10,5.98E-83,-0.381681302,0.881,0.897,1.93E-78,-1.30285931,,,
Slc5a11,2.15E-79,-0.383389293,0.237,0.375,6.94E-75,-1.304402665,,,
Hsp90ab1,5.54E-126,-0.384588652,0.206,0.4,1.79E-121,-1.305487507,,,
Pbld1,1.66E-86,-0.384757843,0.735,0.795,5.35E-82,-1.305640616,,,
Mcc,1.86E-68,-0.3865682,0.182,0.303,6.02E-64,-1.30728002,,,
Map2k6,6.89E-78,-0.387470251,0.518,0.645,2.22E-73,-1.308097658,,,
Impa1,2.86E-73,-0.387936997,0.523,0.626,9.24E-69,-1.308520927,,,
Slc6a18,4.70E-105,-0.392236003,0.779,0.898,1.52E-100,-1.31242593,,,
Slc12a7,1.86E-72,-0.392932401,0.348,0.461,6.00E-68,-1.313059599,,,
Macrod2,5.09E-99,-0.39298754,0.94,0.948,1.64E-94,-1.313109785,,,
Apbb2,2.90E-100,-0.396307648,0.895,0.937,9.37E-96,-1.316135155,,,
Dach1,2.54E-51,-0.39700858,0.665,0.744,8.19E-47,-1.316774753,,,
Ank3,6.96E-132,-0.398811777,0.904,0.956,2.24E-127,-1.318421594,,,
Ranbp3l,4.51E-80,-0.399354082,0.485,0.619,1.46E-75,-1.318917278,,,
Sh3gl2,8.99E-37,-0.400387213,0.53,0.607,2.90E-32,-1.319862108,,,
Hsp90b1,9.38E-83,-0.403058982,0.421,0.563,3.03E-78,-1.322308664,,,
Fam13a,4.98E-99,-0.405249557,0.357,0.525,1.61E-94,-1.324317971,,,
Kcnb2,7.56E-77,-0.405404111,0.15,0.274,2.44E-72,-1.324459851,,,
Cyp51,3.72E-166,-0.406568527,0.056,0.217,1.20E-161,-1.325529269,,,
Gm15716,1.75E-47,-0.406701202,0.224,0.325,5.65E-43,-1.325651175,,,
Slc22a4,5.29E-55,-0.409908416,0.451,0.558,1.71E-50,-1.32860147,,,
Bcl11b,1.60E-75,-0.410832867,0.441,0.578,5.16E-71,-1.329453085,,,
Oxct1,6.85E-135,-0.412437587,0.265,0.482,2.21E-130,-1.330932668,,,
Gphn,3.67E-224,-0.413674332,0.989,0.996,1.19E-219,-1.332074094,,,
Cmah,6.28E-77,-0.413793593,0.542,0.67,2.03E-72,-1.332184215,,,
Cyp2d9,1.56E-104,-0.414937445,0.181,0.337,5.04E-100,-1.333240867,,,
Arsb,4.02E-57,-0.414978717,0.544,0.642,1.30E-52,-1.333279008,,,
Them7,1.40E-165,-0.416218496,0.979,0.991,4.51E-161,-1.334425253,,,
Stxbp4,7.98E-79,-0.417137891,0.41,0.526,2.58E-74,-1.335275921,,,
St8sia1,1.82E-80,-0.417396771,0.588,0.709,5.86E-76,-1.335515547,,,
Gm3137,1.60E-72,-0.419398562,0.302,0.424,5.17E-68,-1.337369909,,,
Parp8,3.41E-83,-0.421844427,0.482,0.622,1.10E-78,-1.339639135,,,
Cyp2e1,2.99E-68,-0.427874525,0.615,0.708,9.66E-64,-1.345250203,,,
Tmem25,3.60E-120,-0.428233291,0.179,0.343,1.16E-115,-1.345584778,,,
Fhod3,2.44E-65,-0.429581608,0.485,0.587,7.88E-61,-1.346842926,,,
Nfyc,1.13E-98,-0.429693765,0.82,0.872,3.66E-94,-1.346947635,,,
Upp2,1.04E-91,-0.435518913,0.231,0.368,3.34E-87,-1.35239718,,,
Pkp4,9.46E-121,-0.437472293,0.868,0.93,3.05E-116,-1.354229539,,,
Arhgap18,3.43E-91,-0.440717161,0.699,0.79,1.11E-86,-1.35727886,,,
Sema5a,4.08E-85,-0.445940204,0.407,0.536,1.32E-80,-1.362201574,,,
Hsph1,1.31E-98,-0.447863802,0.319,0.463,4.23E-94,-1.364019058,,,
Tasor,2.57E-105,-0.449771512,0.725,0.828,8.29E-101,-1.365823926,,,
Slc22a18,5.33E-100,-0.461539316,0.535,0.656,1.72E-95,-1.377010267,,,
Depdc1b,5.71E-162,-0.462811599,0.08,0.251,1.84E-157,-1.378225159,,,
Spink1,7.89E-140,-0.464657228,0.027,0.153,2.55E-135,-1.379989441,,,
Dusp11,2.19E-110,-0.467518358,0.565,0.686,7.08E-106,-1.382728929,,,
Atp11a,6.11E-155,-0.470265173,0.896,0.97,1.97E-150,-1.38536408,,,
5031425E22Rik,1.51E-95,-0.471227437,0.587,0.707,4.86E-91,-1.386288413,,,
Gm38505,3.85E-83,-0.472181661,0.197,0.34,1.24E-78,-1.387205632,,,
Itm2b,4.05E-162,-0.47680306,0.043,0.195,1.31E-157,-1.391656406,,,
Anks1b,1.99E-38,-0.478466458,0.121,0.196,6.43E-34,-1.393261883,,,
Ints6,2.84E-106,-0.484284147,0.469,0.623,9.15E-102,-1.398891575,,,
Timd2,1.41E-152,-0.489165285,0.113,0.291,4.56E-148,-1.403632526,,,
Ghr,1.43E-138,-0.494555163,0.988,0.995,4.60E-134,-1.408886276,,,
Dst,9.21E-125,-0.499871752,0.651,0.797,2.97E-120,-1.414087852,,,
Gm19951,3.09E-81,-0.506627337,0.362,0.5,9.98E-77,-1.420725008,,,
Fras1,7.12E-94,-0.509797333,0.435,0.57,2.30E-89,-1.423850162,,,
Slc15a2,7.56E-127,-0.511511986,0.315,0.501,2.44E-122,-1.425543423,,,
Akr1d1,1.06E-107,-0.512052497,0.186,0.343,3.43E-103,-1.426077608,,,
Ctnna2,1.75E-88,-0.515773358,0.475,0.639,5.64E-84,-1.429760359,,,
Gm32569,5.75E-111,-0.525266098,0.328,0.479,1.85E-106,-1.439199008,,,
Etnk1,1.75E-96,-0.532063789,0.2,0.355,5.66E-92,-1.445996228,,,
Egr1,3.07E-176,-0.535195192,0,0.115,9.91E-172,-1.449138205,,,
Plxdc2,6.27E-230,-0.535378744,0.929,0.975,2.02E-225,-1.449322589,,,
Slc25a3,3.18E-191,-0.548862546,0.158,0.387,1.03E-186,-1.462931832,,,
Rsrp1,6.41E-131,-0.554893193,0.488,0.667,2.07E-126,-1.46905987,,,
D10Wsu102e,6.63E-102,-0.55659665,0.312,0.468,2.14E-97,-1.470795482,,,
Met,5.21E-111,-0.55679292,0.524,0.652,1.68E-106,-1.470995589,,,
Hnf1aos1,2.44E-74,-0.558736033,0.629,0.704,7.87E-70,-1.472978153,,,
Il15,6.38E-124,-0.561592989,0.537,0.683,2.06E-119,-1.475897969,,,
Ldc1,1.86E-183,-0.568479219,0.102,0.299,6.00E-179,-1.482959521,,,
Gna14,1.92E-113,-0.570298171,0.273,0.443,6.19E-109,-1.484830419,,,
Pcdh17,2.94E-135,-0.594068013,0.252,0.445,9.48E-131,-1.509497129,,,
Gcnt1,1.52E-174,-0.600977614,0.816,0.88,4.90E-170,-1.51674401,,,
Cntnap5a,1.57E-95,-0.640621039,0.068,0.187,5.05E-91,-1.55900012,,,
Nlrp6,3.41E-204,-0.65148698,0.442,0.642,1.10E-199,-1.570786365,,,
Gm13936,1.69E-187,-0.71118144,0.327,0.567,5.44E-183,-1.637144245,,,
Slc18a1,1.18E-75,-0.712066799,0.706,0.766,3.80E-71,-1.638149243,,,
Camta1,6.26E-109,-0.712312177,0.424,0.557,2.02E-104,-1.638427888,,,
Gpx3,2.73E-168,-0.737337832,0.006,0.125,8.82E-164,-1.667096749,,,
Slco1a1,9.79E-168,-0.836655886,0.153,0.355,3.16E-163,-1.785905677,,,
Naaladl2,9.23E-207,-0.90555649,0.583,0.784,2.98E-202,-1.87326693,,,
Gm26917,0,-0.921378755,0.827,0.937,0,-1.893924414,,,
Slc7a13,4.64E-148,-0.957457802,0.531,0.695,1.50E-143,-1.941885049,,,
Itgb6,0,-1.012974954,0.26,0.566,0,-2.018068233,,,
Sox2ot,0,-1.178536871,0.395,0.694,0,-2.263471076,,,
Camk1d,0,-1.233494605,0.601,0.921,0,-2.351358645,,,
Lars2,0,-1.896825799,0.013,0.542,0,-3.723929599,,,
Cmss1,0,-2.10813139,0.588,0.933,0,-4.311325205,,,
Gm42418,0,-2.506805446,0.858,0.998,0,-5.68360166,,,
Gclc,0.028553369,0.656297192,0.506,0.574,1,1.576032398,,,
G6pc,0.002302254,0.375534477,0.658,0.71,1,1.297320086,,,
Syn3,0.000124755,0.321209331,0.691,0.697,1,1.249377393,,,
Slc2a5,0.000644462,0.295571458,0.249,0.231,1,1.227371048,,,
Jarid2,0.147355412,0.277561556,0.855,0.891,1,1.212144384,,,
Fmo5,0.013455643,0.276513828,0.607,0.6,1,1.21126441,,,
Sec11a,2.64E-06,0.268003553,0.689,0.685,0.085195482,1.204140347,,,
Miox,0.574968038,0.264609967,0.478,0.516,1,1.201311231,,,
Ezr,1.91E-05,-0.251901143,0.541,0.57,0.617258119,-1.190775252,,,
