rownames.markers.,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,fold,,up,down
Xylt1,0.003478781,-0.256794583,0.216,0.339,1,-1.194821069,,,
Paxbp1,0.006880543,-0.256990353,0.449,0.575,1,-1.194983214,,,
Slc7a8,0.001829709,-0.257191795,0.146,0.268,1,-1.19515008,,,
Als2,0.000163007,-0.257199043,0.065,0.191,1,-1.195156084,,,
Cep250,0.00132883,-0.257461726,0.097,0.211,1,-1.195373716,,,
Thap2,0.002826902,-0.257663409,0.108,0.214,1,-1.195540836,,,
Hira,0.007428722,-0.25768308,0.238,0.359,1,-1.195557137,,,
Lrig1,0.001097047,-0.257849575,0.027,0.105,1,-1.195695119,,,
Nfyc,0.00187675,-0.258173813,0.735,0.843,1,-1.195963875,,,
Gsta3,2.52E-05,-0.25822945,0.011,0.114,0.813150273,-1.196009998,,,
Rsu1,0.040213826,-0.258286064,0.178,0.254,1,-1.196056932,,,
Camkmt,0.00201072,-0.258552487,0.422,0.564,1,-1.19627783,,,
Pnkd,0.000776193,-0.259070264,0.151,0.288,1,-1.196707245,,,
Yme1l1,0.006185325,-0.259387619,0.324,0.447,1,-1.196970519,,,
St6gal1,0.001467323,-0.259732538,0.054,0.148,1,-1.197256724,,,
Dym,0.012716409,-0.259779624,0.341,0.456,1,-1.1972958,,,
Zfp949,0.056033929,-0.259943324,0.097,0.154,1,-1.197431663,,,
Polk,0.002175271,-0.260399399,0.211,0.348,1,-1.197810264,,,
Ptk2b,0.028327887,-0.260464101,0.162,0.239,1,-1.197863984,,,
Zfp738,0.001000383,-0.26057973,0.054,0.151,1,-1.197959994,,,
Nhsl2,7.49E-06,-0.260608532,0.016,0.137,0.241699147,-1.19798391,,,
A1cf,2.55E-05,-0.261001496,0.022,0.137,0.823766498,-1.198310264,,,
Ei24,0.0577501,-0.261560674,0.103,0.16,1,-1.198774811,,,
Hmgcs1,0.00754636,-0.261796821,0.351,0.476,1,-1.198971047,,,
Dvl1,0.000608343,-0.261858991,0.076,0.185,1,-1.199022715,,,
Stk32b,0.006805733,-0.26191305,0.038,0.105,1,-1.199067645,,,
Gucd1,1.47E-05,-0.262166657,0.027,0.151,0.474292691,-1.199278444,,,
